iter	Passed	Remaining
433	1474	4328
434	1478	4326
435	1480	4319
436	1483	4315
437	1487	4314
438	1491	4311
439	1494	4307
440	1497	4302
441	1500	4298
442	1505	4299
443	1510	4299
444	1513	4295
445	1518	4296
446	1522	4294
447	1527	4294
448	1531	4293
449	1535	4292
450	1538	4288
451	1543	4289
452	1548	4291
453	1554	4292
454	1560	4296
455	1566	4300
456	1571	4301
457	1575	4300
458	1581	4302
459	1586	4304
460	1591	4305
461	1596	4306
462	1602	4307
463	1605	4305
464	1610	4305
465	1615	4305
466	1620	4305
467	1624	4303
468	1628	4302
469	1632	4301
470	1637	4300
471	1641	4299
472	1646	4297
473	1651	4298
474	1655	4298
475	1659	4295
476	1664	4294
477	1668	4294
478	1672	4291
479	1677	4290
480	1682	4292
481	1686	4290
482	1690	4288
483	1695	4287
484	1699	4285
485	1704	4286
486	1708	4284
487	1712	4281
488	1717	4282
489	1722	4281
490	1728	4283
491	1733	4284
492	1739	4286
493	1744	4286
494	1747	4282
495	1752	4281
496	1756	4280
497	1760	4278
498	1765	4276
499	1768	4273
500	1772	4269
501	1774	4263
502	1777	4257
503	1779	4250
504	1780	4242
505	1785	4240
506	1788	4237
507	1791	4230
508	1794	4226
509	1797	4223
510	1801	4220
511	1803	4213
512	1808	4213
513	1811	4208
514	1813	4201
515	1817	4199
516	1820	4194
517	1825	4193
518	1828	4188
519	1831	4183
520	1835	4182
521	1838	4177
522	1842	4173
523	1843	4165
524	1846	4161
525	1852	4163
526	1855	4157
527	1858	4153
528	1862	4150
529	1867	4150
530	1871	4147
531	1874	4143
532	1877	4138
533	1881	4135
534	1886	4135
535	1889	4131
536	1893	4128
537	1896	4124
538	1900	4121
539	1904	4118
540	1907	4115
541	1910	4109
542	1912	4103
543	1916	4100
544	1920	4098
545	1923	4093
546	1925	4087
547	1928	4081
548	1932	4080
549	1937	4078
550	1939	4073
551	1942	4068
552	1945	4063
553	1950	4062
554	1953	4057
555	1955	4052
556	1958	4047
557	1961	4041
558	1977	4064
559	1985	4070
560	1992	4074
561	2000	4078
562	2006	4081
563	2012	4082
564	2019	4085
565	2024	4084
566	2030	4085
567	2037	4088
568	2041	4086
569	2044	4082
570	2049	4080
571	2052	4076
572	2056	4074
573	2061	4072
574	2065	4070
575	2068	4064
576	2071	4060
577	2073	4054
578	2076	4049
579	2080	4046
580	2083	4041
581	2087	4038
582	2090	4034
583	2094	4031
584	2097	4027
585	2100	4021
586	2104	4018
587	2106	4011
588	2109	4007
589	2113	4004
590	2115	3998
591	2118	3993
592	2120	3987
593	2124	3985
594	2129	3982
595	2131	3977
596	2135	3973
597	2138	3969
598	2142	3966
599	2146	3963
600	2148	3958
601	2151	3953
602	2155	3949
603	2160	3948
604	2164	3946
605	2167	3941
606	2171	3937
607	2174	3934
608	2177	3928
609	2179	3922
610	2181	3917
611	2185	3913
612	2188	3909
613	2191	3904
614	2194	3899
615	2196	3892
616	2199	3889
617	2204	3887
618	2207	3883
619	2214	3885
620	2217	3881
621	2219	3874
622	2221	3869
623	2225	3865
624	2228	3862
625	2232	3858
626	2235	3853
627	2237	3848
628	2239	3842
629	2244	3840
630	2248	3837
631	2251	3832
632	2254	3829
633	2258	3825
634	2260	3820
635	2263	3815
636	2265	3809
637	2267	3802
638	2268	3795
639	2273	3793
640	2276	3789
641	2279	3785
642	2283	3781
643	2285	3775
644	2288	3771
645	2291	3767
646	2293	3761
647	2295	3755
648	2299	3751
649	2302	3747
650	2306	3744
651	2309	3741
652	2313	3738
653	2316	3734
654	2321	3732
655	2324	3727
656	2327	3723
657	2332	3721
658	2335	3717
659	2339	3714
660	2343	3712
661	2348	3710
662	2352	3707
663	2355	3703
664	2359	3700
665	2363	3698
666	2365	3691
667	2368	3687
668	2372	3684
669	2377	3682
670	2379	3677
671	2383	3675
672	2386	3669
673	2390	3666
674	2393	3663
675	2398	3662
676	2404	3661
677	2409	3661
678	2414	3659
679	2418	3656
680	2422	3653
681	2427	3651
682	2432	3650
683	2437	3649
684	2443	3649
685	2448	3648
686	2452	3645
687	2456	3642
688	2460	3639
689	2464	3636
690	2468	3632
691	2472	3630
692	2478	3630
693	2482	3627
694	2487	3626
695	2493	3626
696	2499	3624
697	2503	3622
698	2507	3619
699	2509	3614
700	2512	3609
701	2517	3607
702	2521	3604
703	2523	3598
704	2525	3593
705	2529	3590
706	2532	3585
707	2536	3582
708	2540	3579
709	2544	3576
710	2547	3572
711	2550	3567
712	2554	3565
713	2557	3560
714	2560	3555
715	2563	3551
716	2565	3546
717	2570	3544
718	2574	3540
719	2576	3535
720	2578	3530
721	2581	3525
722	2586	3523
723	2590	3520
724	2594	3517
725	2597	3513
726	2601	3510
727	2605	3507
728	2607	3502
729	2611	3499
730	2614	3493
731	2617	3489
732	2620	3485
733	2622	3480
734	2625	3476
735	2628	3470
736	2631	3466
737	2634	3462
738	2638	3459
739	2642	3456
740	2644	3450
741	2648	3448
742	2652	3444
743	2655	3440
744	2658	3435
745	2661	3431
746	2663	3425
747	2667	3422
748	2670	3419
749	2674	3416
750	2677	3411
751	2680	3407
752	2684	3404
753	2686	3399
754	2690	3395
755	2693	3391
756	2696	3387
757	2701	3385
758	2706	3383
759	2710	3380
760	2713	3376
761	2715	3371
762	2718	3367
763	2720	3361
764	2724	3358
765	2727	3354
766	2731	3351
767	2735	3348
768	2739	3344
769	2742	3340
770	2746	3337
771	2750	3334
772	2752	3329
773	2757	3327
774	2761	3324
775	2765	3321
776	2770	3319
777	2773	3315
778	2774	3309
779	2779	3306
780	2783	3303
781	2787	3300
782	2791	3298
783	2795	3295
784	2800	3293
785	2803	3288
786	2806	3284
787	2809	3280
788	2813	3277
789	2816	3272
790	2819	3268
791	2823	3265
792	2825	3260
793	2828	3255
794	2832	3252
795	2836	3249
796	2839	3245
797	2842	3241
798	2846	3238
799	2851	3236
800	2855	3233
801	2858	3229
802	2863	3227
803	2866	3223
804	2871	3220
805	2876	3219
806	2880	3216
807	2884	3213
808	2887	3208
809	2889	3202
810	2893	3199
811	2896	3196
812	2900	3193
813	2904	3189
814	2906	3184
815	2909	3180
816	2914	3178
817	2919	3176
818	2921	3170
819	2924	3167
820	2928	3164
821	2932	3161
822	2935	3157
823	2938	3152
824	2940	3147
825	2945	3144
826	2947	3140
827	2950	3135
828	2953	3132
829	2970	3142
830	2975	3140
831	2980	3137
832	2984	3134
833	2987	3130
834	2990	3126
835	2995	3124
836	2999	3120
837	3003	3117
838	3006	3113
839	3009	3109
840	3013	3106
841	3015	3101
842	3018	3097
843	3021	3093
844	3025	3089
845	3028	3086
846	3032	3082
847	3036	3079
848	3039	3074
849	3044	3073
850	3047	3068
851	3050	3064
852	3053	3060
853	3055	3055
854	3057	3049
855	3061	3047
856	3064	3043
857	3069	3040
858	3071	3035
859	3075	3032
860	3078	3028
861	3081	3024
862	3086	3021
863	3089	3017
864	3092	3014
865	3096	3010
866	3100	3007
867	3102	3002
868	3106	2999
869	3111	2996
870	3114	2992
871	3119	2990
872	3123	2987
873	3128	2985
874	3132	2982
875	3135	2977
876	3139	2974
877	3142	2970
878	3146	2967
879	3149	2963
880	3152	2959
881	3154	2954
882	3159	2952
883	3162	2948
884	3167	2945
885	3172	2943
886	3176	2939
887	3180	2936
888	3184	2933
889	3186	2928
890	3190	2925
891	3194	2921
892	3198	2918
893	3202	2916
894	3206	2913
895	3208	2908
896	3211	2903
897	3215	2900
898	3218	2895
899	3220	2891
900	3226	2889
901	3230	2886
902	3232	2881
903	3235	2877
904	3240	2875
905	3243	2870
906	3246	2867
907	3249	2863
908	3252	2858
909	3256	2855
910	3260	2852
911	3264	2849
912	3268	2845
913	3271	2841
914	3274	2838
915	3278	2835
916	3282	2831
917	3284	2826
918	3289	2823
919	3293	2820
920	3296	2817
921	3299	2813
922	3302	2808
923	3306	2805
924	3308	2800
925	3313	2797
926	3317	2794
927	3321	2791
928	3324	2787
929	3327	2783
930	3331	2780
931	3337	2778
932	3341	2775
933	3346	2773
934	3352	2771
935	3356	2768
936	3362	2766
937	3366	2763
938	3372	2761
939	3377	2759
940	3381	2756
941	3383	2751
942	3388	2749
943	3391	2744
944	3396	2742
945	3399	2738
946	3404	2735
947	3407	2731
948	3410	2727
949	3414	2724
950	3417	2720
951	3422	2717
952	3425	2713
953	3428	2709
954	3432	2706
955	3434	2701
956	3437	2697
957	3440	2693
958	3444	2690
959	3447	2686
960	3449	2681
961	3453	2678
962	3457	2674
963	3459	2670
964	3463	2666
965	3467	2663
966	3470	2659
967	3472	2654
968	3475	2650
969	3478	2646
970	3481	2642
971	3485	2639
972	3490	2636
973	3496	2635
974	3502	2632
975	3506	2629
976	3510	2626
977	3515	2623
978	3521	2621
979	3525	2618
980	3528	2614
981	3532	2611
982	3537	2609
983	3541	2605
984	3546	2603
985	3552	2601
986	3557	2598
987	3563	2596
988	3568	2594
989	3572	2591
990	3576	2587
991	3578	2583
992	3584	2581
993	3588	2577
994	3590	2572
995	3592	2567
996	3596	2564
997	3601	2561
998	3604	2557
999	3606	2553
1000	3608	2548
1001	3610	2544
1002	3612	2539
1003	3616	2536
1004	3621	2533
1005	3623	2528
1006	3626	2524
1007	3629	2520
1008	3635	2518
1009	3637	2514
1010	3640	2509
1011	3643	2505
1012	3647	2502
1013	3651	2499
1014	3653	2494
1015	3656	2490
1016	3659	2486
1017	3665	2484
1018	3670	2481
1019	3674	2478
1020	3677	2474
1021	3682	2472
1022	3686	2468
1023	3689	2464
1024	3691	2459
1025	3698	2458
1026	3700	2453
1027	3703	2449
1028	3705	2445
1029	3707	2440
1030	3710	2436
1031	3714	2433
1032	3718	2429
1033	3721	2425
1034	3724	2421
1035	3726	2417
1036	3730	2413
1037	3733	2410
1038	3737	2406
1039	3740	2402
1040	3743	2398
1041	3747	2395
1042	3751	2391
1043	3753	2387
1044	3758	2384
1045	3760	2380
1046	3765	2377
1047	3768	2373
1048	3771	2369
1049	3775	2365
1050	3781	2363
1051	3783	2359
1052	3786	2355
1053	3789	2351
1054	3792	2347
1055	3797	2344
1056	3802	2341
1057	3806	2338
1058	3810	2335
1059	3817	2333
1060	3822	2330
1061	3825	2326
1062	3829	2323
1063	3834	2320
1064	3837	2317
1065	3843	2314
1066	3848	2312
1067	3852	2308
1068	3857	2305
1069	3862	2303
1070	3865	2299
1071	3870	2296
1072	3875	2293
1073	3879	2290
1074	3884	2287
1075	3888	2283
1076	3892	2280
1077	3896	2277
1078	3901	2274
1079	3906	2271
1080	3913	2269
1081	3919	2267
1082	3923	2264
1083	3928	2261
1084	3932	2257
1085	3936	2254
1086	3940	2251
1087	3945	2248
1088	3969	2256
1089	3982	2258
1090	3996	2260
1091	4007	2260
1092	4011	2256
1093	4014	2253
1094	4016	2248
1095	4020	2245
1096	4022	2240
1097	4026	2236
1098	4028	2232
1099	4030	2227
1100	4032	2223
1101	4034	2218
1102	4036	2214
1103	4039	2209
1104	4044	2207
1105	4048	2203
1106	4051	2199
1107	4053	2194
1108	4056	2190
1109	4059	2187
1110	4061	2182
1111	4065	2178
1112	4067	2174
1113	4069	2169
1114	4074	2166
1115	4077	2163
1116	4081	2159
1117	4084	2155
1118	4088	2152
1119	4092	2148
1120	4096	2144
1121	4100	2141
1122	4102	2137
1123	4106	2133
1124	4109	2129
1125	4112	2125
1126	4115	2121
1127	4117	2117
1128	4121	2113
1129	4125	2110
1130	4128	2106
1131	4131	2102
1132	4133	2097
1133	4136	2093
1134	4141	2090
1135	4145	2087
1136	4148	2083
1137	4151	2079
1138	4156	2076
1139	4160	2072
1140	4162	2068
1141	4165	2064
1142	4167	2060
1143	4172	2056
1144	4175	2053
1145	4178	2049
1146	4180	2044
1147	4182	2040
1148	4185	2036
1149	4189	2032
1150	4192	2028
1151	4196	2025
1152	4199	2021
1153	4202	2017
1154	4206	2014
1155	4209	2010
1156	4213	2006
1157	4215	2002
1158	4218	1998
1159	4223	1995
1160	4228	1992
1161	4230	1987
1162	4233	1983
1163	4236	1980
1164	4241	1976
1165	4244	1973
1166	4249	1969
1167	4253	1966
1168	4256	1962
1169	4261	1959
1170	4263	1955
1171	4265	1950
1172	4269	1947
1173	4274	1944
1174	4276	1939
1175	4280	1936
1176	4283	1932
1177	4289	1930
1178	4292	1925
1179	4295	1922
1180	4298	1917
1181	4302	1914
1182	4306	1911
1183	4309	1907
1184	4312	1903
1185	4315	1899
1186	4322	1897
1187	4325	1893
1188	4328	1889
1189	4331	1885
1190	4334	1881
1191	4338	1878
1192	4341	1874
1193	4345	1870
1194	4348	1866
1195	4353	1863
1196	4357	1860
1197	4360	1856
1198	4363	1852
1199	4366	1848
1200	4371	1845
1201	4376	1842
1202	4379	1838
1203	4381	1834
1204	4385	1830
1205	4388	1826
1206	4391	1822
1207	4392	1818
1208	4395	1814
1209	4397	1809
1210	4402	1806
1211	4406	1803
1212	4409	1799
1213	4413	1796
1214	4420	1793
1215	4423	1789
1216	4426	1785
1217	4428	1781
1218	4432	1778
1219	4436	1774
1220	4444	1772
1221	4448	1769
1222	4453	1766
1223	4457	1762
1224	4460	1758
1225	4464	1755
1226	4468	1751
1227	4471	1748
1228	4475	1744
1229	4479	1740
1230	4483	1737
1231	4487	1733
1232	4490	1730
1233	4493	1726
1234	4496	1722
1235	4500	1718
1236	4505	1715
1237	4509	1712
1238	4513	1708
1239	4518	1705
1240	4522	1701
1241	4525	1697
1242	4528	1694
1243	4534	1691
1244	4537	1687
1245	4539	1683
1246	4543	1679
1247	4548	1676
1248	4552	1672
1249	4557	1669
1250	4559	1665
1251	4565	1662
1252	4569	1659
1253	4572	1655
1254	4575	1651
1255	4580	1648
1256	4584	1644
1257	4587	1641
1258	4591	1637
1259	4593	1633
1260	4596	1629
1261	4600	1626
1262	4604	1622
1263	4607	1618
1264	4611	1614
1265	4616	1611
1266	4622	1608
1267	4627	1605
1268	4632	1602
1269	4635	1598
1270	4639	1595
1271	4642	1591
1272	4648	1588
1273	4651	1584
1274	4655	1581
1275	4657	1576
1276	4661	1573
1277	4665	1569
1278	4668	1566
1279	4674	1562
1280	4677	1559
1281	4682	1555
1282	4684	1551
1283	4687	1547
1284	4691	1544
1285	4696	1541
1286	4700	1537
1287	4704	1533
1288	4707	1530
1289	4712	1527
1290	4716	1523
1291	4719	1519
1292	4722	1515
1293	4724	1511
1294	4728	1508
1295	4731	1504
1296	4734	1500
1297	4739	1496
1298	4740	1492
1299	4744	1489
1300	4747	1485
1301	4751	1481
1302	4753	1477
1303	4760	1474
1304	4765	1471
1305	4768	1467
1306	4771	1463
1307	4776	1460
1308	4781	1457
1309	4783	1453
1310	4786	1449
1311	4789	1445
1312	4795	1442
1313	4800	1439
1314	4805	1436
1315	4811	1433
1316	4817	1430
1317	4819	1426
1318	4821	1422
1319	4824	1417
1320	4830	1414
1321	4834	1411
1322	4837	1407
1323	4842	1404
1324	4846	1400
1325	4848	1396
1326	4851	1392
1327	4854	1389
1328	4857	1385
1329	4863	1382
1330	4866	1378
1331	4869	1374
1332	4873	1371
1333	4878	1367
1334	4882	1364
1335	4885	1360
1336	4887	1356
1337	4891	1352
1338	4895	1348
1339	4898	1345
1340	4900	1341
1341	4905	1337
1342	4909	1334
1343	4911	1330
1344	4915	1326
1345	4918	1322
1346	4922	1319
1347	4927	1315
1348	4931	1312
1349	4936	1309
1350	4941	1305
1351	4945	1302
1352	4948	1298
1353	4949	1294
1354	4968	1294
1355	4973	1291
1356	4977	1287
1357	4980	1283
1358	4984	1279
1359	4987	1276
1360	4991	1272
1361	4995	1269
1362	4998	1265
1363	5002	1261
1364	5006	1258
1365	5010	1254
1366	5013	1250
1367	5015	1246
1368	5018	1242
1369	5022	1239
1370	5026	1235
1371	5028	1231
1372	5030	1227
1373	5033	1223
1374	5036	1219
1375	5039	1216
1376	5043	1212
1377	5046	1208
1378	5050	1204
1379	5053	1201
1380	5058	1197
1381	5061	1193
1382	5063	1189
1383	5067	1186
1384	5072	1182
1385	5076	1179
1386	5079	1175
1387	5081	1171
1388	5086	1168
1389	5091	1164
1390	5095	1161
1391	5098	1157
1392	5101	1153
1393	5105	1150
1394	5108	1146
1395	5111	1142
1396	5115	1138
1397	5119	1135
1398	5123	1131
1399	5126	1127
1400	5129	1124
1401	5133	1120
1402	5136	1116
1403	5139	1112
1404	5143	1109
1405	5146	1105
1406	5149	1101
1407	5154	1098
1408	5158	1094
1409	5161	1090
1410	5165	1087
1411	5170	1083
1412	5173	1080
1413	5177	1076
1414	5180	1072
1415	5182	1068
1416	5187	1065
1417	5193	1062
1418	5195	1058
1419	5198	1054
1420	5203	1050
1421	5205	1046
1422	5209	1043
1423	5212	1039
1424	5215	1035
1425	5218	1032
1426	5222	1028
1427	5226	1024
1428	5229	1020
1429	5231	1017
1430	5237	1013
1431	5239	1009
1432	5243	1006
1433	5246	1002
1434	5251	999
1435	5255	995
1436	5260	992
1437	5263	988
1438	5267	984
1439	5270	980
1440	5274	977
1441	5278	973
1442	5280	969
1443	5284	966
1444	5288	962
1445	5291	958
1446	5295	955
1447	5299	951
1448	5302	947
1449	5306	944
1450	5309	940
1451	5312	936
1452	5316	933
1453	5320	929
1454	5324	925
1455	5326	921
1456	5329	918
1457	5335	914
1458	5338	911
1459	5340	907
1460	5343	903
1461	5346	899
1462	5350	896
1463	5355	892
1464	5358	888
1465	5361	885
1466	5366	881
1467	5370	877
1468	5372	874
1469	5375	870
1470	5378	866
1471	5383	863
1472	5387	859
1473	5389	855
1474	5390	851
1475	5396	848
1476	5399	844
1477	5402	840
1478	5405	836
1479	5409	833
1480	5416	830
1481	5421	826
1482	5425	823
1483	5431	819
1484	5434	816
1485	5437	812
1486	5441	808
1487	5445	805
1488	5450	801
1489	5455	798
1490	5459	794
1491	5464	791
1492	5466	787
1493	5468	783
1494	5471	779
1495	5475	775
1496	5481	772
1497	5484	768
1498	5489	765
1499	5491	761
1500	5493	757
1501	5498	754
1502	5500	750
1503	5505	746
1504	5507	742
1505	5509	739
1506	5514	735
1507	5519	731
1508	5522	728
1509	5526	724
1510	5530	721
1511	5534	717
1512	5537	713
1513	5540	709
1514	5542	706
1515	5546	702
1516	5549	698
1517	5551	694
1518	5554	691
1519	5559	687
1520	5563	684
1521	5566	680
1522	5570	676
1523	5572	672
1524	5575	669
1525	5579	665
1526	5582	661
1527	5587	658
1528	5590	654
1529	5594	650
1530	5598	647
1531	5602	643
1532	5604	639
1533	5607	636
1534	5612	632
1535	5616	628
1536	5619	625
1537	5623	621
1538	5626	617
1539	5630	614
1540	5634	610
1541	5637	606
1542	5639	603
1543	5643	599
1544	5646	595
1545	5650	592
1546	5655	588
1547	5661	585
1548	5666	581
1549	5672	578
1550	5682	575
1551	5689	571
1552	5696	568
1553	5701	565
1554	5704	561
1555	5709	557
1556	5713	554
1557	5717	550
1558	5720	546
1559	5724	543
1560	5728	539
1561	5731	535
1562	5734	531
1563	5735	528
1564	5738	524
1565	5743	520
1566	5746	517
1567	5748	513
1568	5750	509
1569	5753	505
1570	5756	502
1571	5759	498
1572	5763	494
1573	5766	490
1574	5769	487
1575	5772	483
1576	5777	479
1577	5780	476
1578	5783	472
1579	5786	468
1580	5789	465
1581	5794	461
1582	5797	457
1583	5800	454
1584	5802	450
1585	5806	446
1586	5810	443
1587	5813	439
1588	5816	435
1589	5820	431
1590	5823	428
1591	5826	424
1592	5829	420
1593	5833	417
1594	5836	413
1595	5840	409
1596	5845	406
1597	5848	402
1598	5853	399
1599	5857	395
1600	5862	391
1601	5866	388
1602	5869	384
1603	5873	380
1604	5876	377
1605	5882	373
1606	5885	369
1607	5889	366
1608	5892	362
1609	5894	358
1610	5896	355
1611	5900	351
1612	5903	347
1613	5908	344
1614	5911	340
1615	5913	336
1616	5917	333
1617	5921	329
1618	5924	325
1619	5927	322
1620	5930	318
1621	5933	314
1622	5938	311
1623	5940	307
1624	5944	303
1625	5947	299
1626	5950	296
1627	6160	302
1628	6165	299
1629	6169	295
1630	6174	291
1631	6177	287
1632	6182	283
1633	6186	280
1634	6189	276
1635	6192	272
1636	6196	268
1637	6199	264
1638	6202	261
1639	6207	257
1640	6209	253
1641	6212	249
1642	6215	245
1643	6220	242
1644	6222	238
1645	6226	234
1646	6230	230
1647	6233	226
1648	6238	223
1649	6240	219
1650	6243	215
1651	6248	211
1652	6252	208
1653	6254	204
1654	6258	200
1655	6263	196
1656	6268	192
1657	6273	189
1658	6276	185
1659	6281	181
1660	6285	177
1661	6288	174
1662	6293	170
1663	6295	166
1664	6298	162
1665	6303	158
1666	6307	155
1667	6312	151
1668	6315	147
1669	6318	143
1670	6320	139
1671	6322	136
1672	6327	132
1673	6329	128
1674	6334	124
1675	6339	121
1676	6343	117
1677	6347	113
1678	6354	109
1679	6358	105
1680	6363	102
1681	6367	98
1682	6371	94
1683	6375	90
1684	6380	87
1685	6385	83
1686	6388	79
1687	6393	75
1688	6395	71
1689	6400	68
1690	6405	64
1691	6409	60
1692	6416	56
1693	6420	53
1694	6425	49
1695	6428	45
1696	6431	41
1697	6436	37
1698	6439	34
1699	6444	30
1700	6448	26
1701	6450	22
1702	6452	18
1703	6455	15
1704	6457	11
1705	6460	7
1706	6463	3
1707	6466	0
