iter	RMSE
174	46964.81678
175	46957.28282
176	46952.11345
177	46940.15499
178	46917.2318
179	46901.5663
180	46880.38007
181	46863.86369
182	46853.82161
183	46849.5658
184	46840.04297
185	46834.77892
186	46834.5553
187	46828.76512
188	46821.32633
189	46813.59698
190	46802.79683
191	46797.56342
192	46791.82672
193	46780.18976
194	46767.64512
195	46749.4559
196	46738.79001
197	46729.17174
198	46724.80932
199	46721.22169
200	46717.79663
201	46710.16981
202	46688.11512
203	46669.80737
204	46643.7078
205	46639.3211
206	46639.3211
207	46632.09387
208	46631.56947
209	46629.13881
210	46617.49248
211	46609.844
212	46609.84399
213	46601.19057
214	46597.33728
215	46593.09119
216	46582.9478
217	46581.43953
218	46580.20853
219	46563.69706
220	46558.21819
221	46555.58076
222	46552.99722
223	46546.28586
224	46537.75238
225	46533.16609
226	46525.48496
227	46518.94752
228	46509.79722
229	46509.70378
230	46503.0571
231	46500.19448
232	46494.04967
233	46489.77205
234	46481.6841
235	46476.89127
236	46472.9794
237	46469.63104
238	46460.93945
239	46454.02393
240	46446.83063
241	46440.13358
242	46434.1476
243	46423.27939
244	46413.46919
245	46408.67584
246	46408.49205
247	46407.88209
248	46407.8818
249	46389.71745
250	46382.32303
251	46372.58499
252	46370.19438
253	46364.54177
254	46364.41247
255	46364.41246
256	46363.10684
257	46356.55275
258	46353.33831
259	46346.61339
260	46329.79153
261	46323.07744
262	46323.05284
263	46318.93779
264	46314.74798
265	46311.9975
266	46303.74539
267	46288.26642
268	46283.45384
269	46275.93813
270	46265.75416
271	46247.63649
272	46246.91515
273	46244.3025
274	46228.26298
275	46227.77334
276	46222.2027
277	46211.98669
278	46210.83734
279	46207.85218
280	46207.53236
281	46201.32481
282	46199.4387
283	46193.04419
284	46192.57634
285	46190.95126
286	46190.6782
287	46187.33655
288	46181.7914
289	46181.36013
290	46168.89444
291	46160.58371
292	46146.87256
293	46143.81209
294	46136.6744
295	46135.82151
296	46128.68816
297	46118.27159
298	46110.75147
299	46110.04646
300	46107.14816
301	46107.14813
302	46098.86408
303	46088.57454
304	46082.12107
305	46078.55246
306	46072.87677
307	46072.38682
308	46072.16748
309	46072.07356
310	46069.32846
311	46062.91167
312	46059.71208
313	46059.19115
314	46055.04895
315	46043.47197
316	46042.1884
317	46041.35813
318	46035.5158
319	46033.71197
320	46030.38248
321	46015.90138
322	46010.56902
323	46006.33763
324	45998.12676
325	45994.51608
326	45988.51429
327	45986.19974
328	45984.72421
329	45981.00811
330	45980.29313
331	45977.80159
332	45973.91731
333	45973.78542
334	45973.62375
335	45972.84004
336	45965.57429
337	45960.10476
338	45957.17789
339	45944.8646
340	45942.15484
341	45940.29182
342	45935.53761
343	45927.49578
344	45916.29634
345	45915.7157
346	45911.17046
347	45908.73114
348	45904.8652
349	45902.69904
350	45897.94796
351	45887.77784
352	45883.98369
353	45881.19048
354	45867.64549
355	45863.1475
356	45862.61322
357	45859.77004
358	45858.86659
359	45858.35976
360	45854.48604
361	45851.16937
362	45848.60316
363	45846.19655
364	45840.81905
365	45834.22665
366	45827.8434
367	45826.71692
368	45823.76994
369	45813.98665
370	45810.08006
371	45808.5639
372	45807.4172
373	45803.83288
374	45796.02413
375	45794.22207
376	45788.09366
377	45785.51945
378	45774.72635
379	45770.32664
380	45763.71968
381	45754.04657
382	45749.61683
383	45741.69125
384	45739.23885
385	45733.15044
386	45729.44847
387	45726.64474
388	45723.58019
389	45720.63999
390	45708.33505
391	45704.36192
392	45702.13284
393	45686.89135
394	45678.18723
395	45675.03585
396	45671.22679
397	45668.34035
398	45660.4409
399	45648.41496
400	45647.9446
401	45642.27993
402	45633.71008
403	45630.54045
404	45627.3412
405	45625.45094
406	45621.26671
407	45618.96523
408	45618.48115
409	45608.69689
410	45600.94015
411	45598.9464
412	45596.00693
413	45595.21671
414	45591.67751
415	45586.15805
416	45577.20695
417	45576.67813
418	45576.17501
419	45572.38167
420	45571.5659
421	45563.16206
422	45562.77794
423	45558.81443
424	45555.88619
425	45552.9596
426	45550.92677
427	45543.60066
428	45538.85643
429	45537.05565
430	45532.64065
431	45530.37213
432	45528.6449
433	45526.91313
434	45526.46985
435	45525.23563
436	45524.80659
437	45520.58164
438	45519.06455
439	45513.29518
440	45508.97944
441	45507.14901
442	45504.01239
443	45502.58745
444	45498.05158
445	45496.54537
446	45493.92022
447	45490.95831
448	45489.82959
449	45488.24785
450	45482.92241
451	45481.5068
452	45476.5495
453	45472.84878
454	45468.70555
455	45462.34447
456	45461.23983
457	45460.79601
458	45457.6768
459	45457.24887
460	45447.18075
461	45446.91913
462	45441.63681
463	45436.62689
464	45435.779
465	45433.60012
466	45433.24185
467	45417.92089
468	45415.79905
469	45414.2265
470	45408.60786
471	45407.42058
472	45402.19874
473	45394.66039
474	45394.30844
475	45390.90968
476	45389.82695
477	45384.89663
478	45383.17194
479	45378.53197
480	45365.9136
481	45352.81176
482	45345.45856
483	45345.33069
484	45342.9539
485	45342.11938
486	45340.16148
487	45339.32685
488	45337.46255
489	45336.19017
490	45325.49828
491	45325.17061
492	45323.87331
493	45323.63526
494	45323.32085
495	45322.97564
496	45318.4644
497	45311.71932
498	45309.56635
499	45308.52355
500	45308.22338
501	45295.73613
502	45291.65906
503	45287.23518
504	45287.04035
505	45282.47996
506	45282.09558
507	45281.25086
508	45278.5779
509	45273.06897
510	45272.13419
511	45268.45039
512	45265.40182
513	45261.37705
514	45261.3227
515	45258.64335
516	45253.75751
517	45251.75107
518	45251.30301
519	45250.98768
520	45243.50072
521	45243.19308
522	45240.73117
523	45236.94189
524	45236.79673
525	45233.56701
526	45228.91398
527	45221.19897
528	45218.79652
529	45215.19552
530	45208.90376
531	45203.54452
532	45188.60335
533	45185.75151
534	45182.58576
535	45177.63744
536	45175.70824
537	45173.52414
538	45173.36804
539	45171.86711
540	45168.48489
541	45168.34433
542	45157.02992
543	45153.88108
544	45153.74317
545	45145.19818
546	45138.93908
547	45136.22813
548	45136.06233
549	45132.61289
550	45120.54121
551	45119.39555
552	45111.30479
553	45107.79759
554	45101.04615
555	45098.11733
556	45095.07943
557	45093.69382
558	45082.38364
559	45080.6067
560	45074.74475
561	45074.58341
562	45070.03001
563	45060.0077
564	45058.9381
565	45049.11927
566	45048.04409
567	45043.83631
568	45040.81616
569	45040.65881
570	45038.19878
571	45036.11932
572	45027.65645
573	45027.53169
574	45022.22213
575	45022.10009
576	45017.82859
577	45016.90287
578	45016.86305
579	45013.48955
580	45005.36226
581	45001.83399
582	45001.70621
583	45001.46796
584	44999.02142
585	44998.50384
586	44990.56804
587	44984.10639
588	44968.28159
589	44963.98132
590	44958.34845
591	44953.74536
592	44947.77082
593	44946.086
594	44942.57737
595	44932.61689
596	44929.82603
597	44922.97011
598	44920.87881
599	44914.26416
600	44912.89806
601	44911.30956
602	44908.73313
603	44903.666
604	44901.34352
605	44899.49385
606	44894.63244
607	44892.90284
608	44892.66071
609	44888.41251
610	44879.88558
611	44875.63062
612	44872.72641
613	44871.72368
614	44871.28193
615	44867.88881
616	44865.30164
617	44859.56706
618	44856.69867
619	44856.58748
620	44850.3889
621	44846.54429
622	44840.49913
623	44839.33515
624	44836.19872
625	44834.27379
626	44833.47172
627	44829.08159
628	44825.86793
629	44822.40087
630	44821.30859
631	44817.8869
632	44817.66675
633	44817.4521
634	44811.13662
635	44807.458
636	44807.35386
637	44806.89567
638	44805.60182
639	44800.63086
640	44798.88473
641	44794.94919
642	44786.45628
643	44784.84493
644	44780.75317
645	44775.76974
646	44775.66638
647	44773.95867
648	44773.60494
649	44771.44643
650	44767.73968
651	44761.4068
652	44759.84692
653	44758.06631
654	44756.34419
655	44754.58169
656	44752.57192
657	44747.84941
658	44745.41738
659	44744.23571
660	44741.92369
661	44741.82971
662	44739.73231
663	44739.47729
664	44737.21312
665	44729.35463
666	44723.38529
667	44721.33589
668	44719.69635
669	44718.17313
670	44715.75943
671	44714.91986
672	44711.03258
673	44708.8281
674	44707.82878
675	44703.61466
676	44697.39216
677	44694.81309
678	44694.5767
679	44691.04598
680	44686.71968
681	44676.71104
682	44676.54685
683	44676.29163
684	44670.56507
685	44660.22335
686	44659.05556
687	44655.53931
688	44642.93894
689	44638.98728
690	44627.58087
691	44626.09064
692	44625.89586
693	44618.63334
694	44614.23234
695	44611.06053
696	44608.47437
697	44606.28014
698	44602.54101
699	44602.42081
700	44595.06087
701	44594.85035
702	44588.58116
703	44587.49963
704	44587.23272
705	44585.72759
706	44581.63959
707	44575.58474
708	44572.04973
709	44570.8016
710	44564.33449
711	44561.41721
712	44551.68413
713	44548.03466
714	44541.9283
715	44538.7999
716	44538.41791
717	44535.46457
718	44533.16956
719	44532.85918
720	44527.08105
721	44519.411
722	44519.36123
723	44517.5455
724	44513.97088
725	44508.84851
726	44508.76055
727	44505.44703
728	44504.34433
729	44500.54077
730	44497.45321
731	44493.10557
732	44487.03579
733	44481.07585
734	44473.50343
735	44472.04991
736	44462.48185
737	44460.22902
738	44456.40319
739	44447.34534
740	44445.84074
741	44444.50459
742	44441.22919
743	44428.19424
744	44420.87775
745	44416.04063
746	44410.66538
747	44408.02632
748	44402.72927
749	44401.51422
750	44400.57387
751	44397.55568
752	44392.50249
753	44390.57832
754	44388.44709
755	44388.29794
756	44387.18012
757	44381.50601
758	44378.5159
759	44371.62833
760	44364.97439
761	44358.82015
762	44358.68351
763	44356.88819
764	44354.14997
765	44348.06745
766	44347.97276
767	44346.57291
768	44344.36311
769	44340.29662
770	44336.67252
771	44335.79195
772	44327.94484
773	44324.46042
774	44316.30378
775	44315.40461
776	44309.93356
777	44307.95507
778	44300.13635
779	44297.67733
780	44292.77148
781	44292.47137
782	44290.16915
783	44285.99421
784	44283.97429
785	44282.41028
786	44280.65334
787	44279.59008
788	44277.43682
789	44277.14184
790	44272.95402
791	44270.78634
792	44262.56918
793	44261.45373
794	44260.22237
795	44256.63288
796	44248.26793
797	44243.30097
798	44239.97257
799	44237.6047
800	44233.72053
801	44229.9716
802	44229.51482
803	44225.73766
804	44221.87628
805	44218.55394
806	44218.34589
807	44210.59716
808	44204.27987
809	44199.14331
810	44198.63007
811	44192.88047
812	44192.1346
813	44190.95277
814	44187.13306
815	44185.85951
816	44185.61967
817	44184.35883
818	44180.02134
819	44178.86618
820	44167.19377
821	44162.10245
822	44160.67241
823	44155.06267
824	44148.67374
825	44144.36177
826	44142.10238
827	44141.95573
828	44138.1734
829	44136.83915
830	44133.62277
831	44132.14751
832	44117.92259
833	44117.43259
834	44111.84766
835	44104.79582
836	44098.76458
837	44090.34878
838	44084.79996
839	44083.25616
840	44078.53476
841	44074.40678
842	44071.46157
843	44067.55009
844	44065.6535
845	44064.95793
846	44064.113
847	44063.27015
848	44055.74285
849	44055.16824
850	44045.85138
851	44041.86504
852	44040.16034
853	44038.65963
854	44032.82227
855	44032.72881
856	44030.40545
857	44028.5987
858	44023.57522
859	44022.59769
860	44020.7044
861	44016.88967
862	44014.19365
863	44013.39527
864	44012.28099
865	44006.1903
866	44005.62031
867	43999.78001
868	43998.67286
869	43995.60073
870	43992.39275
871	43991.46555
872	43983.56626
873	43982.50961
874	43980.96003
875	43980.25641
876	43977.45024
877	43971.84431
878	43970.69151
879	43964.08825
880	43961.11255
881	43959.78004
882	43959.10674
883	43954.93532
884	43949.65077
885	43946.37319
886	43935.85535
887	43932.4932
888	43929.49999
889	43926.42032
890	43925.67483
891	43921.07745
892	43919.72509
893	43919.07342
894	43916.81546
895	43909.00722
896	43903.42281
897	43902.48406
898	43899.91768
899	43896.8553
900	43896.76799
901	43894.4776
902	43883.64015
903	43880.99847
904	43880.52639
905	43870.27375
906	43868.27216
907	43866.81881
908	43865.95178
909	43865.69083
910	43862.0129
911	43859.11526
912	43858.23592
913	43853.83056
914	43849.66302
915	43844.12812
916	43843.32
917	43841.61125
918	43838.44301
919	43832.37521
920	43825.94149
921	43821.39347
922	43819.59774
923	43811.1238
924	43810.87995
925	43808.61855
926	43802.51705
927	43796.07464
928	43793.50076
929	43792.36533
930	43791.21239
931	43789.59282
932	43787.18118
933	43785.13821
934	43781.57521
935	43780.54803
936	43776.14187
937	43773.39356
938	43773.10541
939	43766.14353
940	43762.10101
941	43758.58811
942	43755.54856
943	43752.09544
944	43745.25471
945	43739.62974
946	43738.25247
947	43728.76635
948	43726.20863
949	43723.72797
950	43717.79104
951	43709.2621
952	43708.92072
953	43706.84844
954	43702.85326
955	43698.97438
956	43695.59147
957	43694.60162
958	43688.81965
959	43682.69254
960	43680.41478
961	43678.57492
962	43678.44167
963	43674.1011
964	43673.78638
965	43665.25797
966	43662.44212
967	43651.91803
968	43648.60936
969	43646.49883
970	43646.1253
971	43640.58121
972	43634.103
973	43631.32764
974	43630.70414
975	43629.622
976	43628.57734
977	43626.27365
978	43625.81901
979	43624.55795
980	43624.03821
981	43622.99083
982	43619.74135
983	43619.34242
984	43618.6548
985	43613.7615
986	43606.9941
987	43601.55825
988	43599.34551
989	43595.70767
990	43589.45362
991	43588.42335
992	43585.58198
993	43583.21109
994	43581.70289
995	43577.31888
996	43576.69103
997	43570.23137
998	43562.30933
999	43560.42212
1000	43558.35295
1001	43552.70351
1002	43551.35514
1003	43543.9204
1004	43543.25164
1005	43541.66372
1006	43539.23457
1007	43538.78482
1008	43533.55653
1009	43532.297
1010	43531.85149
1011	43530.4403
1012	43529.07284
1013	43524.13864
1014	43522.52027
1015	43514.77786
1016	43514.13407
1017	43513.69576
1018	43513.38709
1019	43510.35596
1020	43508.75001
1021	43508.29584
1022	43505.18428
1023	43502.96107
1024	43500.65354
1025	43496.53234
1026	43490.34234
1027	43482.62802
1028	43482.03653
1029	43477.63258
1030	43472.71327
1031	43469.31092
1032	43466.8104
1033	43466.68451
1034	43465.78765
1035	43464.93606
1036	43459.52377
1037	43458.916
1038	43457.97285
1039	43456.84816
1040	43451.29642
1041	43448.21847
1042	43447.26495
1043	43445.17577
1044	43441.48577
1045	43439.64069
1046	43438.59411
1047	43435.53272
1048	43434.38151
1049	43432.61438
1050	43428.21318
1051	43424.70242
1052	43420.64285
1053	43418.43558
1054	43413.83482
1055	43413.5008
1056	43412.17396
1057	43409.87095
1058	43407.03729
1059	43404.17585
1060	43402.04395
1061	43398.97601
1062	43398.24805
1063	43393.01258
1064	43390.02091
1065	43382.17183
1066	43380.14592
1067	43377.36354
1068	43376.95829
1069	43376.1747
1070	43373.1623
1071	43370.08094
1072	43368.44893
1073	43363.01313
1074	43360.21453
1075	43358.40454
1076	43357.6523
1077	43354.69656
1078	43351.10515
1079	43350.30408
1080	43347.61741
1081	43346.36827
1082	43344.65155
1083	43342.49352
1084	43341.19894
1085	43340.99702
1086	43339.60364
1087	43335.35383
1088	43335.04422
1089	43330.76327
1090	43327.50295
1091	43324.69785
1092	43324.30778
1093	43322.17473
1094	43321.84074
1095	43319.65686
1096	43316.60567
1097	43310.83126
1098	43308.00131
1099	43303.37585
1100	43300.73654
1101	43298.76087
1102	43297.99646
1103	43294.88409
1104	43290.35641
1105	43289.84228
1106	43286.39283
1107	43278.34832
1108	43277.1211
1109	43272.46238
1110	43267.24971
1111	43266.71097
1112	43260.05796
1113	43257.86306
1114	43253.27183
1115	43252.82549
1116	43248.38893
1117	43247.96465
1118	43246.2767
1119	43244.07545
1120	43243.79495
1121	43242.61958
1122	43242.05821
1123	43236.88918
1124	43236.2591
1125	43231.96392
1126	43227.24657
1127	43222.57676
1128	43217.15584
1129	43214.70222
1130	43207.25237
1131	43205.18179
1132	43201.84949
1133	43196.54495
1134	43192.87677
1135	43191.82875
1136	43190.39791
1137	43187.22844
1138	43179.98027
1139	43174.45744
1140	43173.00483
1141	43172.62996
1142	43170.02353
1143	43169.26869
1144	43168.34247
1145	43165.74739
1146	43162.23625
1147	43150.13631
1148	43149.61528
1149	43147.55232
1150	43145.68442
1151	43140.59795
1152	43139.62333
1153	43135.79278
1154	43135.05383
1155	43133.54566
1156	43132.48708
1157	43131.73057
1158	43129.70599
1159	43128.61391
1160	43127.83387
1161	43125.78279
1162	43125.14916
1163	43123.29191
1164	43113.41635
1165	43110.21624
1166	43109.34644
1167	43108.35799
1168	43101.61732
1169	43097.83136
1170	43096.0114
1171	43092.929
1172	43092.56932
1173	43090.32752
1174	43087.22214
1175	43083.8109
1176	43082.42432
1177	43081.74017
1178	43075.93593
1179	43075.55681
1180	43072.93314
1181	43071.17575
1182	43068.47098
1183	43064.61382
1184	43060.17886
1185	43058.92078
1186	43056.41006
1187	43052.02213
1188	43048.72411
1189	43047.83279
1190	43045.65367
1191	43040.15633
1192	43033.22641
1193	43032.35517
1194	43029.42009
1195	43027.58422
1196	43026.11852
1197	43025.75241
1198	43025.64658
1199	43025.40015
1200	43022.86873
1201	43019.69898
1202	43016.46424
1203	43015.06944
1204	43014.78359
1205	43012.05157
1206	43010.43893
1207	43004.08016
1208	42996.1093
1209	42993.65488
1210	42990.44431
1211	42988.48226
1212	42987.78657
1213	42986.03403
1214	42984.65219
1215	42977.67411
1216	42974.09292
1217	42971.37109
1218	42970.62697
1219	42969.16179
1220	42967.61589
1221	42966.36261
1222	42962.88137
1223	42962.42436
1224	42959.4083
1225	42955.47108
1226	42953.51358
1227	42952.24079
1228	42951.32817
1229	42949.20618
1230	42940.80271
1231	42937.04493
1232	42933.7036
1233	42924.91038
1234	42922.04805
1235	42919.68204
1236	42913.48567
1237	42907.26915
1238	42903.07555
1239	42899.23708
1240	42896.66776
1241	42896.34479
1242	42893.81326
1243	42893.22599
1244	42891.24475
1245	42888.89535
1246	42885.50763
1247	42881.57024
1248	42878.15036
1249	42873.94746
1250	42871.50228
1251	42870.5882
1252	42867.86461
1253	42866.57371
1254	42860.60463
1255	42858.37181
1256	42855.43629
1257	42854.42579
1258	42850.98779
1259	42850.19137
1260	42843.87346
1261	42843.47068
1262	42843.31829
1263	42840.55533
1264	42838.83046
1265	42835.68172
1266	42834.26864
1267	42831.44623
1268	42830.68125
1269	42827.62441
1270	42825.32337
1271	42823.21863
1272	42822.7517
1273	42821.80457
1274	42818.87127
1275	42814.852
1276	42813.38948
1277	42810.58548
1278	42809.94559
1279	42805.3915
1280	42803.84653
1281	42800.43638
1282	42798.67568
1283	42795.98277
1284	42793.51596
1285	42791.19252
1286	42790.38646
1287	42789.50882
1288	42783.4403
1289	42783.07635
1290	42782.56703
1291	42779.71861
1292	42777.52722
1293	42773.96925
1294	42773.44181
1295	42770.03053
1296	42761.76345
1297	42760.38463
1298	42758.23469
1299	42757.59594
1300	42750.50953
1301	42745.93753
1302	42743.95783
1303	42737.20959
1304	42733.94542
1305	42731.80756
1306	42728.87804
1307	42727.17272
1308	42720.78384
1309	42719.57183
1310	42718.70855
1311	42715.64684
1312	42714.59372
1313	42708.67698
1314	42706.34195
1315	42705.84585
1316	42700.98067
1317	42700.305
1318	42700.00495
1319	42697.01231
1320	42696.50302
1321	42695.16351
1322	42694.27699
1323	42691.07182
1324	42688.93689
1325	42681.48553
1326	42680.24125
1327	42678.35178
1328	42677.15911
1329	42674.19359
1330	42673.71953
1331	42673.05347
1332	42670.04547
1333	42667.78729
1334	42665.19622
1335	42664.11715
1336	42662.3464
1337	42660.6756
1338	42658.14537
1339	42655.94818
1340	42653.72364
1341	42652.37011
1342	42650.22473
1343	42646.0652
1344	42644.60887
1345	42641.34535
1346	42637.96806
1347	42636.15802
1348	42634.59999
1349	42632.86117
1350	42630.63869
1351	42626.33025
1352	42620.26469
1353	42616.3149
1354	42613.28338
1355	42608.365
1356	42606.26289
1357	42605.41054
1358	42604.3474
1359	42603.06349
1360	42602.87372
1361	42597.77087
1362	42596.71618
1363	42595.96877
1364	42595.61977
1365	42590.10652
1366	42589.72967
1367	42587.60502
1368	42586.53529
1369	42582.35802
1370	42580.61243
1371	42578.24697
1372	42576.56524
1373	42575.29269
1374	42573.71917
1375	42569.98734
1376	42567.01642
1377	42566.53706
1378	42564.44252
1379	42562.62392
1380	42553.84359
1381	42553.48587
1382	42552.02385
1383	42548.94686
1384	42543.92784
1385	42542.57654
1386	42541.97927
1387	42536.32699
1388	42531.15496
1389	42523.77435
1390	42523.30749
1391	42522.97821
1392	42519.81656
1393	42519.16299
1394	42514.9456
1395	42512.57978
1396	42512.16529
1397	42511.56227
1398	42502.66376
1399	42498.96956
1400	42496.79811
1401	42496.48836
1402	42490.8841
1403	42489.23299
1404	42480.73086
1405	42475.16202
1406	42474.25556
1407	42473.85997
1408	42471.23603
1409	42468.90824
1410	42465.47253
1411	42462.83787
1412	42461.13504
1413	42460.61364
1414	42458.77141
1415	42454.77005
1416	42452.4843
1417	42443.97188
1418	42441.1527
1419	42439.82611
1420	42435.02083
1421	42430.20784
1422	42428.12367
1423	42420.35857
1424	42419.69408
1425	42418.08167
1426	42415.52953
1427	42413.67776
1428	42413.23028
1429	42412.8416
1430	42410.76229
1431	42408.06699
1432	42404.83726
1433	42398.52199
1434	42393.28886
1435	42392.6561
1436	42392.05682
1437	42391.03275
1438	42390.85743
1439	42385.11983
1440	42377.94987
1441	42377.63311
1442	42372.09268
1443	42371.90251
1444	42369.93765
1445	42365.00072
1446	42362.92765
1447	42362.10025
1448	42360.4677
1449	42357.86586
1450	42356.01218
1451	42347.9837
1452	42346.74584
1453	42342.55886
1454	42340.89037
1455	42339.47662
1456	42332.62025
1457	42331.96052
1458	42328.66463
1459	42326.65336
1460	42325.32098
1461	42323.26421
1462	42320.31577
1463	42319.26163
1464	42317.17546
1465	42316.24018
1466	42314.95994
1467	42314.59415
1468	42312.00509
1469	42309.33349
1470	42307.88021
1471	42305.35202
1472	42304.7781
1473	42296.95349
1474	42293.23461
1475	42291.99239
1476	42291.28215
1477	42283.3208
1478	42280.4935
1479	42279.01709
1480	42273.9175
1481	42273.66773
1482	42267.62703
1483	42263.6334
1484	42262.47849
1485	42258.91521
1486	42256.79445
1487	42256.45515
1488	42255.10688
1489	42249.98788
1490	42248.90462
1491	42244.74707
1492	42242.6607
1493	42242.08341
1494	42241.17869
1495	42238.51803
1496	42232.028
1497	42229.59001
1498	42229.22007
1499	42225.71251
1500	42224.21347
1501	42223.59114
1502	42219.5961
1503	42218.36831
1504	42215.34618
1505	42211.42303
1506	42209.71552
1507	42204.53747
1508	42198.67594
1509	42197.30198
1510	42195.09499
1511	42193.15304
1512	42188.54786
1513	42184.01685
1514	42183.57357
1515	42182.87173
1516	42180.89958
1517	42179.53965
1518	42176.66778
1519	42175.94203
1520	42173.35848
1521	42173.11772
1522	42171.92597
1523	42169.59553
1524	42168.24523
1525	42167.95399
1526	42166.02909
1527	42161.41437
1528	42160.09179
1529	42157.29472
1530	42156.83612
1531	42152.81641
1532	42150.50952
1533	42148.84776
1534	42148.56636
1535	42144.77077
1536	42142.86637
1537	42141.95322
1538	42141.51656
1539	42137.9677
1540	42136.59323
1541	42133.24572
1542	42127.75134
1543	42127.46266
1544	42124.74535
1545	42122.36261
1546	42115.72744
1547	42114.17348
1548	42112.85888
1549	42108.90353
1550	42107.27998
1551	42101.60966
1552	42097.38151
1553	42095.59448
1554	42092.31599
1555	42092.07292
1556	42090.42791
1557	42087.64562
1558	42085.78333
1559	42083.97906
1560	42083.32011
1561	42082.04357
1562	42080.52536
1563	42078.2196
1564	42075.98218
1565	42073.83031
1566	42072.53033
1567	42069.42353
1568	42064.9359
1569	42063.14325
1570	42060.05288
1571	42059.71558
1572	42057.21852
1573	42055.88284
1574	42053.40862
1575	42052.10981
1576	42051.37801
1577	42044.68008
1578	42042.39182
1579	42037.87151
1580	42037.20166
1581	42031.83862
1582	42029.76066
1583	42028.77177
1584	42025.65624
1585	42024.14888
1586	42019.01952
1587	42017.41087
1588	42014.19663
1589	42012.36511
1590	42008.90208
1591	42007.23702
1592	42005.97426
1593	42001.44576
1594	41998.46186
1595	41996.75745
1596	41994.87014
1597	41992.12428
1598	41991.76393
1599	41990.69997
1600	41988.74461
1601	41986.92993
1602	41986.6735
1603	41981.46571
1604	41979.41531
1605	41976.19643
1606	41972.38665
1607	41972.08632
1608	41969.08166
1609	41968.09182
1610	41966.73784
1611	41965.74007
1612	41964.57916
1613	41963.61734
1614	41961.22182
1615	41955.16249
1616	41951.91417
1617	41950.71339
1618	41949.72185
1619	41944.50818
1620	41942.42591
1621	41941.17199
1622	41938.40804
1623	41931.07075
1624	41929.99922
1625	41928.53954
1626	41927.15258
1627	41924.91686
1628	41921.80464
1629	41921.31308
1630	41917.29461
1631	41913.82277
1632	41913.15705
1633	41910.87292
1634	41908.21505
1635	41897.93222
1636	41897.47377
1637	41896.41716
1638	41893.37955
1639	41891.15455
1640	41889.6214
1641	41888.55916
1642	41886.36096
1643	41884.50956
1644	41877.01317
1645	41875.46999
1646	41873.32254
1647	41867.3835
1648	41867.2823
1649	41866.32038
1650	41865.13942
1651	41862.10397
1652	41852.59373
1653	41851.71626
1654	41850.26688
1655	41847.77992
1656	41844.48513
1657	41841.86281
1658	41837.4693
1659	41833.77429
1660	41832.45216
1661	41830.4645
1662	41824.14714
1663	41823.53154
1664	41821.09334
1665	41820.35609
