iter	Passed	Remaining
329	461	1925
330	462	1923
331	463	1921
332	465	1923
333	467	1921
334	468	1922
335	470	1922
336	472	1922
337	473	1920
338	475	1918
339	477	1919
340	478	1919
341	481	1922
342	482	1919
343	483	1916
344	484	1914
345	485	1910
346	487	1910
347	488	1908
348	489	1905
349	491	1905
350	492	1905
351	494	1903
352	496	1904
353	497	1902
354	498	1899
355	499	1895
356	500	1892
357	501	1891
358	502	1888
359	503	1886
360	504	1882
361	505	1880
362	507	1880
363	508	1878
364	510	1878
365	512	1878
366	514	1878
367	515	1875
368	516	1872
369	516	1869
370	518	1867
371	519	1866
372	521	1868
373	523	1868
374	525	1867
375	526	1866
376	528	1865
377	530	1866
378	532	1865
379	533	1865
380	535	1865
381	536	1862
382	537	1859
383	539	1859
384	540	1857
385	542	1857
386	543	1854
387	545	1854
388	546	1853
389	548	1853
390	549	1850
391	551	1852
392	554	1853
393	555	1853
394	556	1851
395	557	1848
396	559	1848
397	561	1848
398	563	1847
399	565	1849
400	567	1849
401	568	1845
402	569	1845
403	571	1845
404	573	1844
405	575	1844
406	577	1844
407	578	1844
408	580	1844
409	582	1844
410	583	1841
411	585	1841
412	587	1840
413	588	1838
414	589	1838
415	591	1836
416	592	1835
417	593	1832
418	594	1829
419	596	1829
420	598	1828
421	599	1826
422	600	1824
423	602	1824
424	603	1821
425	604	1820
426	606	1820
427	608	1820
428	609	1818
429	611	1818
430	613	1816
431	614	1814
432	617	1816
433	618	1816
434	619	1814
435	621	1814
436	622	1810
437	624	1809
438	625	1808
439	627	1807
440	629	1808
441	632	1810
442	633	1808
443	635	1808
444	636	1806
445	638	1806
446	639	1804
447	640	1801
448	642	1800
449	644	1800
450	645	1797
451	646	1797
452	648	1797
453	651	1798
454	652	1795
455	653	1793
456	654	1792
457	655	1789
458	657	1790
459	659	1788
460	660	1786
461	661	1783
462	662	1780
463	665	1784
464	667	1785
465	669	1783
466	670	1781
467	671	1778
468	672	1775
469	674	1775
470	676	1776
471	678	1776
472	679	1775
473	681	1775
474	684	1776
475	686	1775
476	687	1774
477	689	1775
478	692	1776
479	694	1775
480	695	1775
481	696	1772
482	698	1772
483	700	1770
484	701	1769
485	704	1770
486	706	1770
487	707	1767
488	708	1765
489	709	1763
490	710	1761
491	711	1759
492	713	1759
493	714	1756
494	715	1753
495	717	1752
496	719	1752
497	721	1752
498	722	1751
499	724	1749
500	725	1746
501	727	1746
502	728	1745
503	729	1743
504	731	1742
505	732	1740
506	735	1741
507	737	1742
508	739	1741
509	740	1739
510	741	1736
511	742	1734
512	744	1733
513	746	1733
514	748	1734
515	751	1736
516	753	1736
517	755	1734
518	756	1732
519	757	1731
520	761	1734
521	762	1733
522	764	1732
523	766	1732
524	768	1730
525	769	1729
526	772	1730
527	773	1728
528	775	1728
529	777	1728
530	779	1728
531	782	1729
532	783	1728
533	785	1727
534	787	1726
535	788	1724
536	790	1723
537	792	1723
538	794	1722
539	797	1724
540	798	1722
541	799	1719
542	801	1719
543	803	1719
544	805	1719
545	806	1717
546	808	1715
547	809	1714
548	811	1713
549	814	1713
550	816	1713
551	818	1713
552	821	1714
553	823	1714
554	824	1712
555	825	1710
556	827	1710
557	829	1709
558	831	1709
559	832	1707
560	834	1707
561	835	1704
562	837	1703
563	839	1702
564	840	1699
565	842	1699
566	843	1697
567	844	1695
568	846	1694
569	847	1691
570	849	1691
571	850	1689
572	852	1687
573	854	1688
574	856	1686
575	858	1687
576	860	1686
577	863	1687
578	864	1685
579	867	1687
580	868	1684
581	870	1684
582	872	1683
583	874	1683
584	876	1683
585	880	1686
586	882	1685
587	884	1685
588	886	1683
589	887	1682
590	889	1680
591	890	1677
592	891	1675
593	893	1675
594	895	1674
595	898	1675
596	901	1676
597	902	1675
598	905	1675
599	906	1673
600	908	1672
601	909	1670
602	911	1670
603	913	1668
604	914	1667
605	916	1666
606	918	1666
607	920	1666
608	922	1663
609	923	1661
610	924	1659
611	925	1657
612	927	1656
613	929	1655
614	930	1653
615	931	1651
616	933	1649
617	934	1647
618	935	1645
619	937	1645
620	938	1643
621	940	1641
622	941	1639
623	943	1638
624	944	1637
625	946	1635
626	947	1634
627	950	1633
628	951	1632
629	953	1631
630	954	1628
631	955	1626
632	956	1624
633	957	1622
634	959	1620
635	960	1618
636	961	1617
637	963	1615
638	964	1613
639	966	1612
640	967	1610
641	968	1608
642	969	1606
643	970	1604
644	972	1602
645	973	1600
646	975	1600
647	977	1598
648	978	1597
649	980	1595
650	981	1593
651	982	1591
652	984	1590
653	985	1588
654	987	1587
655	988	1585
656	989	1582
657	991	1581
658	993	1581
659	994	1579
660	996	1578
661	997	1576
662	998	1574
663	999	1572
664	1001	1571
665	1003	1570
666	1004	1568
667	1006	1566
668	1008	1566
669	1009	1564
670	1011	1563
671	1012	1561
672	1014	1560
673	1017	1560
674	1019	1559
675	1020	1557
676	1021	1556
677	1024	1555
678	1026	1555
679	1028	1555
680	1030	1554
681	1032	1553
682	1034	1552
683	1036	1551
684	1038	1551
685	1041	1551
686	1044	1551
687	1045	1550
688	1047	1549
689	1048	1547
690	1050	1546
691	1052	1545
692	1053	1543
693	1054	1541
694	1055	1538
695	1057	1537
696	1059	1536
697	1060	1534
698	1061	1532
699	1062	1530
700	1063	1528
701	1066	1527
702	1067	1525
703	1068	1523
704	1069	1522
705	1071	1520
706	1072	1518
707	1074	1517
708	1075	1516
709	1077	1515
710	1079	1514
711	1081	1512
712	1083	1511
713	1085	1510
714	1087	1510
715	1091	1512
716	1110	1534
717	1118	1542
718	1129	1553
719	1134	1557
720	1137	1556
721	1139	1555
722	1141	1555
723	1144	1556
724	1152	1562
725	1155	1562
726	1158	1562
727	1159	1561
728	1161	1559
729	1162	1558
730	1165	1557
731	1167	1556
732	1169	1555
733	1171	1553
734	1174	1554
735	1177	1554
736	1180	1554
737	1181	1553
738	1183	1551
739	1184	1549
740	1186	1548
741	1188	1546
742	1191	1547
743	1193	1546
744	1195	1545
745	1198	1545
746	1199	1543
747	1202	1542
748	1204	1542
749	1206	1540
750	1208	1539
751	1210	1538
752	1211	1536
753	1213	1534
754	1214	1533
755	1216	1532
756	1218	1531
757	1222	1531
758	1224	1530
759	1226	1529
760	1227	1527
761	1229	1526
762	1232	1526
763	1234	1525
764	1236	1524
765	1237	1522
766	1240	1522
767	1243	1522
768	1245	1520
769	1256	1530
770	1283	1560
771	1289	1563
772	1300	1573
773	1303	1573
774	1307	1573
775	1309	1573
776	1311	1571
777	1316	1573
778	1322	1576
779	1327	1578
780	1331	1580
781	1335	1581
782	1338	1580
783	1340	1579
784	1343	1579
785	1345	1578
786	1349	1578
787	1353	1579
788	1354	1578
789	1357	1577
790	1360	1577
791	1364	1578
792	1367	1577
793	1370	1577
794	1373	1577
795	1375	1575
796	1377	1574
797	1380	1574
798	1382	1572
799	1384	1571
800	1386	1570
801	1389	1569
802	1391	1567
803	1393	1567
804	1397	1567
805	1400	1567
806	1401	1565
807	1403	1563
808	1405	1562
809	1407	1559
810	1408	1558
811	1410	1556
812	1412	1554
813	1413	1552
814	1415	1550
815	1417	1549
816	1418	1546
817	1419	1543
818	1420	1541
819	1422	1540
820	1423	1538
821	1424	1535
822	1426	1534
823	1427	1531
824	1429	1530
825	1431	1528
826	1433	1527
827	1435	1525
828	1437	1523
829	1438	1522
830	1440	1519
831	1441	1518
832	1444	1516
833	1445	1514
834	1446	1512
835	1448	1510
836	1450	1509
837	1452	1507
838	1453	1505
839	1455	1503
840	1457	1502
841	1459	1500
842	1460	1498
843	1461	1496
844	1462	1493
845	1464	1492
846	1465	1490
847	1467	1488
848	1469	1486
849	1470	1484
850	1471	1481
851	1472	1479
852	1474	1477
853	1476	1476
854	1477	1474
855	1479	1472
856	1482	1472
857	1483	1469
858	1485	1468
859	1486	1466
860	1487	1463
861	1489	1461
862	1490	1459
863	1492	1457
864	1493	1455
865	1496	1454
866	1497	1452
867	1498	1450
868	1499	1447
869	1501	1446
870	1503	1444
871	1505	1443
872	1507	1442
873	1509	1440
874	1511	1438
875	1512	1436
876	1514	1434
877	1514	1432
878	1515	1429
879	1518	1428
880	1519	1426
881	1520	1423
882	1522	1422
883	1524	1420
884	1526	1419
885	1529	1418
886	1531	1417
887	1534	1416
888	1536	1415
889	1538	1413
890	1540	1412
891	1542	1411
892	1543	1409
893	1545	1406
894	1547	1405
895	1549	1404
896	1550	1401
897	1552	1400
898	1553	1398
899	1556	1397
900	1559	1396
901	1560	1394
902	1561	1392
903	1563	1390
904	1565	1389
905	1567	1387
906	1568	1385
907	1569	1383
908	1571	1380
909	1572	1378
910	1574	1377
911	1575	1375
912	1576	1372
913	1578	1371
914	1580	1369
915	1582	1368
916	1584	1366
917	1585	1364
918	1586	1362
919	1588	1360
920	1590	1359
921	1593	1358
922	1595	1356
923	1597	1355
924	1599	1353
925	1600	1351
926	1602	1349
927	1603	1347
928	1605	1346
929	1608	1345
930	1609	1343
931	1611	1342
932	1613	1339
933	1614	1337
934	1615	1335
935	1618	1334
936	1620	1333
937	1621	1331
938	1623	1329
939	1625	1328
940	1627	1326
941	1629	1324
942	1630	1323
943	1633	1322
944	1634	1320
945	1636	1318
946	1637	1316
947	1638	1313
948	1640	1312
949	1641	1309
950	1642	1307
951	1643	1305
952	1645	1303
953	1647	1301
954	1648	1299
955	1649	1297
956	1652	1296
957	1654	1295
958	1655	1292
959	1656	1291
960	1659	1289
961	1661	1288
962	1663	1286
963	1664	1284
964	1666	1282
965	1667	1280
966	1668	1278
967	1671	1277
968	1672	1275
969	1674	1273
970	1675	1271
971	1677	1270
972	1678	1267
973	1679	1265
974	1681	1263
975	1682	1262
976	1683	1259
977	1685	1257
978	1686	1256
979	1688	1254
980	1690	1252
981	1691	1250
982	1692	1248
983	1693	1246
984	1695	1244
985	1696	1242
986	1698	1240
987	1700	1239
988	1701	1237
989	1703	1235
990	1705	1234
991	1708	1232
992	1709	1230
993	1710	1228
994	1711	1226
995	1714	1225
996	1716	1223
997	1717	1221
998	1718	1219
999	1719	1217
1000	1722	1216
1001	1723	1214
1002	1724	1211
1003	1725	1210
1004	1727	1208
1005	1729	1206
1006	1731	1205
1007	1732	1203
1008	1734	1201
1009	1736	1199
1010	1737	1198
1011	1739	1196
1012	1740	1194
1013	1742	1192
1014	1743	1190
1015	1744	1188
1016	1749	1188
1017	1750	1186
1018	1751	1184
1019	1752	1182
1020	1753	1180
1021	1755	1178
1022	1756	1176
1023	1758	1174
1024	1761	1173
1025	1762	1171
1026	1764	1169
1027	1765	1167
1028	1766	1165
1029	1769	1164
1030	1771	1163
1031	1773	1161
1032	1774	1159
1033	1776	1157
1034	1777	1155
1035	1778	1153
1036	1780	1152
1037	1782	1150
1038	1784	1148
1039	1785	1147
1040	1786	1144
1041	1788	1143
1042	1790	1141
1043	1791	1139
1044	1794	1138
1045	1796	1136
1046	1798	1135
1047	1799	1133
1048	1801	1131
1049	1803	1129
1050	1804	1128
1051	1806	1126
1052	1808	1124
1053	1809	1122
1054	1810	1120
1055	1811	1118
1056	1812	1116
1057	1814	1114
1058	1815	1112
1059	1816	1110
1060	1818	1108
1061	1822	1108
1062	1823	1106
1063	1824	1104
1064	1826	1102
1065	1827	1100
1066	1828	1098
1067	1830	1096
1068	1831	1094
1069	1833	1093
1070	1834	1091
1071	1837	1090
1072	1839	1088
1073	1841	1087
1074	1842	1085
1075	1843	1083
1076	1845	1081
1077	1846	1079
1078	1847	1077
1079	1849	1075
1080	1850	1073
1081	1851	1071
1082	1853	1069
1083	1856	1068
1084	1857	1066
1085	1859	1064
1086	1860	1062
1087	1861	1060
1088	1863	1059
1089	1865	1057
1090	1866	1055
1091	1868	1053
1092	1870	1052
1093	1871	1050
1094	1874	1049
1095	1876	1047
1096	1877	1045
1097	1879	1044
1098	1881	1042
1099	1883	1040
1100	1884	1038
1101	1885	1036
1102	1886	1034
1103	1888	1033
1104	1891	1032
1105	1893	1030
1106	1894	1028
1107	1896	1026
1108	1897	1024
1109	1898	1022
1110	1899	1020
1111	1901	1019
1112	1903	1017
1113	1905	1016
1114	1907	1014
1115	1908	1012
1116	1909	1010
1117	1910	1008
1118	1912	1006
1119	1913	1004
1120	1914	1002
1121	1916	1001
1122	1918	999
1123	1919	997
1124	1921	995
1125	1923	994
1126	1925	992
1127	1927	990
1128	1929	989
1129	1930	987
1130	1932	985
1131	1933	983
1132	1935	982
1133	1937	980
1134	1938	978
1135	1940	977
1136	1942	975
1137	1944	973
1138	1946	972
1139	1947	970
1140	1949	968
1141	1952	967
1142	1953	965
1143	1954	963
1144	1955	961
1145	1958	960
1146	1959	958
1147	1961	956
1148	1962	954
1149	1965	953
1150	1966	951
1151	1967	949
1152	1969	948
1153	1971	946
1154	1972	944
1155	1973	942
1156	1975	940
1157	1977	939
1158	1979	937
1159	1981	936
1160	1982	934
1161	1984	932
1162	1985	930
1163	1987	928
1164	1988	926
1165	1990	925
1166	1991	923
1167	1994	922
1168	1996	920
1169	1998	918
1170	2000	917
1171	2002	915
1172	2003	913
1173	2006	912
1174	2007	910
1175	2008	908
1176	2010	907
1177	2012	905
1178	2013	903
1179	2016	902
1180	2018	900
1181	2019	898
1182	2020	896
1183	2022	895
1184	2024	893
1185	2026	891
1186	2027	889
1187	2028	888
1188	2030	886
1189	2032	884
1190	2034	883
1191	2036	881
1192	2037	879
1193	2039	877
1194	2041	876
1195	2042	874
1196	2045	873
1197	2046	871
1198	2048	869
1199	2050	867
1200	2051	866
1201	2052	864
1202	2054	862
1203	2055	860
1204	2056	858
1205	2058	856
1206	2061	855
1207	2062	853
1208	2065	852
1209	2066	850
1210	2067	848
1211	2069	847
1212	2070	845
1213	2072	843
1214	2074	841
1215	2075	839
1216	2076	837
1217	2078	836
1218	2079	834
1219	2081	832
1220	2082	830
1221	2083	828
1222	2085	827
1223	2087	825
1224	2089	823
1225	2090	821
1226	2092	820
1227	2093	818
1228	2094	816
1229	2096	814
1230	2098	813
1231	2100	811
1232	2101	809
1233	2102	807
1234	2104	805
1235	2105	804
1236	2107	802
1237	2108	800
1238	2109	798
1239	2111	796
1240	2113	795
1241	2115	793
1242	2117	792
1243	2119	790
1244	2121	788
1245	2123	787
1246	2125	785
1247	2126	783
1248	2128	782
1249	2130	780
1250	2132	778
1251	2133	777
1252	2134	775
1253	2135	773
1254	2137	771
1255	2138	769
1256	2139	767
1257	2141	765
1258	2143	764
1259	2145	762
1260	2146	760
1261	2147	759
1262	2149	757
1263	2152	756
1264	2154	754
1265	2157	753
1266	2158	751
1267	2160	749
1268	2162	748
1269	2163	746
1270	2165	744
1271	2168	743
1272	2171	741
1273	2172	740
1274	2174	738
1275	2175	736
1276	2177	734
1277	2178	733
1278	2182	731
1279	2183	730
1280	2186	728
1281	2188	727
1282	2189	725
1283	2190	723
1284	2194	722
1285	2196	720
1286	2198	719
1287	2199	717
1288	2201	715
1289	2204	714
1290	2206	712
1291	2208	711
1292	2209	709
1293	2211	707
1294	2214	706
1295	2215	704
1296	2217	702
1297	2219	701
1298	2222	699
1299	2223	697
1300	2224	695
1301	2225	694
1302	2227	692
1303	2228	690
1304	2229	688
1305	2232	687
1306	2234	685
1307	2236	683
1308	2238	682
1309	2239	680
1310	2241	678
1311	2244	677
1312	2245	675
1313	2247	673
1314	2249	672
1315	2250	670
1316	2252	668
1317	2254	666
1318	2255	665
1319	2256	663
1320	2257	661
1321	2259	659
1322	2260	657
1323	2262	656
1324	2264	654
1325	2266	652
1326	2268	651
1327	2270	649
1328	2272	648
1329	2273	646
1330	2275	644
1331	2277	642
1332	2279	641
1333	2281	639
1334	2283	638
1335	2285	636
1336	2286	634
1337	2287	632
1338	2289	631
1339	2291	629
1340	2293	627
1341	2296	626
1342	2298	624
1343	2300	623
1344	2302	621
1345	2303	619
1346	2304	617
1347	2306	616
1348	2308	614
1349	2309	612
1350	2311	610
1351	2313	609
1352	2315	607
1353	2318	606
1354	2320	604
1355	2323	603
1356	2325	601
1357	2326	599
1358	2328	598
1359	2330	596
1360	2332	594
1361	2334	593
1362	2335	591
1363	2337	589
1364	2338	587
1365	2340	585
1366	2343	584
1367	2345	582
1368	2346	581
1369	2350	579
1370	2352	578
1371	2353	576
1372	2355	574
1373	2356	572
1374	2358	571
1375	2362	569
1376	2365	568
1377	2368	567
1378	2370	565
1379	2371	563
1380	2373	562
1381	2375	560
1382	2376	558
1383	2377	556
1384	2379	554
1385	2381	553
1386	2383	551
1387	2384	549
1388	2386	548
1389	2387	546
1390	2389	544
1391	2390	542
1392	2392	540
1393	2394	539
1394	2396	537
1395	2397	535
1396	2399	534
1397	2401	532
1398	2403	530
1399	2405	529
1400	2406	527
1401	2408	525
1402	2410	524
1403	2412	522
1404	2413	520
1405	2415	518
1406	2417	517
1407	2418	515
1408	2420	513
1409	2422	511
1410	2423	510
1411	2424	508
1412	2426	506
1413	2428	504
1414	2431	503
1415	2433	501
1416	2434	500
1417	2435	498
1418	2437	496
1419	2438	494
1420	2440	492
1421	2443	491
1422	2444	489
1423	2446	487
1424	2447	486
1425	2449	484
1426	2451	482
1427	2452	480
1428	2455	479
1429	2457	477
1430	2459	476
1431	2461	474
1432	2463	472
1433	2465	471
1434	2467	469
1435	2468	467
1436	2469	465
1437	2471	464
1438	2473	462
1439	2475	460
1440	2477	458
1441	2479	457
1442	2480	455
1443	2482	453
1444	2485	452
1445	2486	450
1446	2488	448
1447	2490	447
1448	2492	445
1449	2494	443
1450	2496	442
1451	2497	440
1452	2499	438
1453	2501	436
1454	2504	435
1455	2506	433
1456	2507	432
1457	2509	430
1458	2512	428
1459	2513	427
1460	2515	425
1461	2518	423
1462	2519	421
1463	2521	420
1464	2523	418
1465	2526	417
1466	2528	415
1467	2530	413
1468	2531	411
1469	2533	410
1470	2535	408
1471	2538	406
1472	2538	405
1473	2540	403
1474	2541	401
1475	2544	399
1476	2546	398
1477	2548	396
1478	2549	394
1479	2550	392
1480	2552	391
1481	2554	389
1482	2556	387
1483	2559	386
1484	2561	384
1485	2562	382
1486	2563	381
1487	2565	379
1488	2567	377
1489	2569	375
1490	2570	374
1491	2572	372
1492	2573	370
1493	2575	368
1494	2578	367
1495	2579	365
1496	2581	363
1497	2583	362
1498	2585	360
1499	2588	358
1500	2591	357
1501	2592	355
1502	2594	353
1503	2595	352
1504	2597	350
1505	2598	348
1506	2599	346
1507	2601	345
1508	2603	343
1509	2605	341
1510	2609	340
1511	2611	338
1512	2613	336
1513	2614	334
1514	2615	333
1515	2617	331
1516	2618	329
1517	2619	327
1518	2621	326
1519	2623	324
1520	2625	322
1521	2627	321
1522	2629	319
1523	2630	317
1524	2632	315
1525	2634	314
1526	2635	312
1527	2637	310
1528	2639	308
1529	2641	307
1530	2642	305
1531	2645	303
1532	2646	302
1533	2648	300
1534	2650	298
1535	2651	296
1536	2652	295
1537	2655	293
1538	2656	291
1539	2658	290
1540	2661	288
1541	2662	286
1542	2663	284
1543	2665	283
1544	2666	281
1545	2669	279
1546	2671	278
1547	2674	276
1548	2676	274
1549	2677	272
1550	2679	271
1551	2680	269
1552	2681	267
1553	2682	265
1554	2684	264
1555	2686	262
1556	2687	260
1557	2689	258
1558	2691	257
1559	2692	255
1560	2695	253
1561	2697	252
1562	2701	250
1563	2703	248
1564	2705	247
1565	2707	245
1566	2709	243
1567	2711	242
1568	2712	240
1569	2715	238
1570	2716	236
1571	2718	235
1572	2720	233
1573	2722	231
1574	2724	230
1575	2725	228
1576	2727	226
1577	2728	224
1578	2730	223
1579	2731	221
1580	2733	219
1581	2734	217
1582	2737	216
1583	2739	214
1584	2741	212
1585	2743	211
1586	2744	209
1587	2746	207
1588	2747	205
1589	2750	204
1590	2752	202
1591	2754	200
1592	2756	198
1593	2757	197
1594	2759	195
1595	2760	193
1596	2762	191
1597	2763	190
1598	2764	188
1599	2765	186
1600	2767	184
1601	2769	183
1602	2770	181
1603	2772	179
1604	2774	178
1605	2775	176
1606	2776	174
1607	2777	172
1608	2778	170
1609	2780	169
1610	2782	167
1611	2784	165
1612	2786	164
1613	2787	162
1614	2789	160
1615	2791	158
1616	2792	157
1617	2794	155
1618	2795	153
1619	2797	151
1620	2799	150
1621	2801	148
1622	2803	146
1623	2805	145
1624	2807	143
1625	2808	141
1626	2810	139
1627	2812	138
1628	2814	136
1629	2816	134
1630	2818	133
1631	2820	131
1632	2821	129
1633	2823	127
1634	2824	126
1635	2826	124
1636	2827	122
1637	2829	120
1638	2832	119
1639	2833	117
1640	2835	115
1641	2837	114
1642	2838	112
1643	2839	110
1644	2842	108
1645	2844	107
1646	2845	105
1647	2849	103
1648	2850	101
1649	2852	100
1650	2853	98
1651	2855	96
1652	2857	95
1653	2858	93
1654	2860	91
1655	2861	89
1656	2863	88
1657	2866	86
1658	2868	84
1659	2870	83
1660	2871	81
1661	2873	79
1662	2874	77
1663	2875	76
1664	2876	74
1665	2878	72
1666	2879	70
1667	2881	69
1668	2884	67
1669	2886	65
1670	2887	63
1671	2889	62
1672	2890	60
1673	2891	58
1674	2893	56
1675	2894	55
1676	2896	53
1677	2898	51
1678	2900	50
1679	2902	48
1680	2904	46
1681	2905	44
1682	2907	43
1683	2908	41
1684	2910	39
1685	2912	37
1686	2913	36
1687	2916	34
1688	2917	32
1689	2919	31
1690	2920	29
1691	2922	27
1692	2924	25
1693	2926	24
1694	2928	22
1695	2930	20
1696	2931	19
1697	2932	17
1698	2934	15
1699	2935	13
1700	2937	12
1701	2938	10
1702	2939	8
1703	2941	6
1704	2942	5
1705	2945	3
1706	2946	1
1707	2948	0
