iter	RMSE
507	45239.48536
508	45235.15078
509	45228.73916
510	45221.33581
511	45208.76109
512	45207.15221
513	45206.75467
514	45204.65854
515	45204.45135
516	45202.51034
517	45199.56072
518	45199.47082
519	45197.90771
520	45196.01417
521	45183.70505
522	45181.5955
523	45165.63395
524	45165.41078
525	45164.92843
526	45161.9962
527	45152.30565
528	45149.82139
529	45147.809
530	45134.54538
531	45134.23404
532	45133.90122
533	45127.08608
534	45124.04413
535	45123.10033
536	45122.83046
537	45115.53271
538	45107.95592
539	45092.81331
540	45085.63955
541	45085.32113
542	45077.72512
543	45075.80312
544	45062.86363
545	45062.62311
546	45053.38402
547	45045.7284
548	45036.37745
549	45023.53944
550	45023.14958
551	45019.81707
552	45016.55892
553	45008.54224
554	45000.32801
555	44996.56046
556	44992.53887
557	44969.29386
558	44967.45417
559	44966.47196
560	44963.55758
561	44959.53253
562	44952.50919
563	44939.16561
564	44937.05896
565	44935.48449
566	44935.25301
567	44931.4533
568	44929.14302
569	44926.39691
570	44924.29735
571	44923.76676
572	44921.22601
573	44901.67343
574	44884.68297
575	44884.34005
576	44878.4367
577	44878.08783
578	44865.9188
579	44863.35719
580	44855.88924
581	44855.04267
582	44851.51519
583	44845.62254
584	44845.47174
585	44829.05356
586	44824.47386
587	44815.12019
588	44813.38309
589	44806.69611
590	44797.59722
591	44796.48335
592	44794.92828
593	44792.7038
594	44778.83868
595	44776.88089
596	44771.155
597	44769.72221
598	44766.17566
599	44748.69042
600	44745.8902
601	44741.90783
602	44732.73224
603	44724.03266
604	44710.0242
605	44698.67097
606	44697.7893
607	44684.35628
608	44683.26302
609	44676.79274
610	44673.77731
611	44671.7875
612	44671.41651
613	44667.18781
614	44664.40335
615	44660.91854
616	44651.85168
617	44651.64745
618	44650.04669
619	44648.63809
620	44644.86686
621	44632.29743
622	44625.33452
623	44619.85843
624	44618.8346
625	44617.51965
626	44616.14154
627	44610.82707
628	44606.37633
629	44604.57961
630	44602.24387
631	44594.52081
632	44583.2643
633	44581.69488
634	44577.27302
635	44575.13053
636	44572.88839
637	44571.2142
638	44557.70239
639	44551.57816
640	44542.51573
641	44539.92974
642	44526.47475
643	44520.07936
644	44518.66073
645	44516.82959
646	44507.30616
647	44499.0167
648	44495.67441
649	44486.71004
650	44484.82758
651	44471.63075
652	44466.29241
653	44463.47433
654	44461.53296
655	44459.71209
656	44452.52168
657	44449.54631
658	44440.79611
659	44429.71441
660	44426.85223
661	44423.20237
662	44420.47074
663	44417.61528
664	44413.29791
665	44408.09889
666	44405.02552
667	44398.76668
668	44397.97142
669	44393.64575
670	44391.98574
671	44384.44624
672	44381.1368
673	44364.52195
674	44361.47285
675	44357.44196
676	44336.91577
677	44334.82654
678	44314.35616
679	44309.48097
680	44305.73145
681	44298.26326
682	44296.84339
683	44293.00153
684	44285.44413
685	44280.98842
686	44271.72529
687	44270.27471
688	44267.30911
689	44264.81897
690	44262.21721
691	44261.12116
692	44257.82494
693	44254.99989
694	44252.34891
695	44248.64816
696	44246.61121
697	44236.53855
698	44236.03099
699	44234.3667
700	44228.63348
701	44222.64672
702	44220.73902
703	44218.21139
704	44213.38722
705	44206.95981
706	44205.05682
707	44200.33772
708	44187.1257
709	44183.74305
710	44182.08432
711	44169.8294
712	44167.84196
713	44165.86564
714	44161.6655
715	44160.36808
716	44159.57227
717	44158.15799
718	44153.31548
719	44149.74208
720	44146.19602
721	44143.63861
722	44136.92612
723	44130.07932
724	44127.65746
725	44124.9897
726	44124.48183
727	44118.44937
728	44115.43249
729	44113.33355
730	44107.76677
731	44105.79612
732	44090.99483
733	44086.80824
734	44081.80841
735	44081.18391
736	44071.46678
737	44065.81499
738	44057.67496
739	44055.86299
740	44054.15587
741	44052.41627
742	44050.45221
743	44048.20138
744	44046.61685
745	44045.67663
746	44042.54394
747	44032.4184
748	44028.62207
749	44026.76079
750	44008.45521
751	44005.68562
752	44002.93221
753	44001.39421
754	43997.07379
755	43995.00899
756	43993.76249
757	43984.13113
758	43981.78254
759	43979.93518
760	43968.45501
761	43962.35676
762	43959.28798
763	43947.29149
764	43941.17946
765	43937.67837
766	43934.78513
767	43931.73341
768	43928.24686
769	43926.88142
770	43923.25408
771	43919.59696
772	43918.45496
773	43916.83965
774	43907.74745
775	43905.92899
776	43904.68508
777	43903.46935
778	43899.70646
779	43898.96313
780	43896.8034
781	43883.54614
782	43881.99359
783	43881.15965
784	43878.92076
785	43874.76195
786	43873.38503
787	43867.97194
788	43851.96851
789	43839.8542
790	43833.14641
791	43826.73634
792	43823.44644
793	43823.09957
794	43816.00377
795	43811.33913
796	43810.68204
797	43809.73062
798	43806.96723
799	43799.84487
800	43793.46154
801	43783.2018
802	43774.37033
803	43772.58853
804	43772.19969
805	43768.13764
806	43750.14338
807	43736.51318
808	43735.66451
809	43734.17403
810	43729.34256
811	43718.05199
812	43715.85455
813	43702.05691
814	43697.0285
815	43690.77959
816	43684.80275
817	43675.71659
818	43674.40217
819	43668.22916
820	43666.89504
821	43665.50039
822	43656.53089
823	43654.95488
824	43650.03167
825	43647.37634
826	43644.28842
827	43640.95898
828	43639.65662
829	43638.89784
830	43635.81874
831	43635.12869
832	43630.39372
833	43629.44354
834	43622.18009
835	43606.43037
836	43603.45288
837	43600.74006
838	43599.12068
839	43597.41068
840	43595.76663
841	43592.87905
842	43579.52953
843	43568.50746
844	43566.7454
845	43561.72548
846	43557.67975
847	43551.35258
848	43549.50709
849	43541.57511
850	43540.89787
851	43538.46153
852	43533.59101
853	43530.19018
854	43529.53874
855	43520.30894
856	43513.55932
857	43512.95429
858	43507.86814
859	43506.7941
860	43505.30822
861	43499.05925
862	43497.57013
863	43487.5493
864	43479.96897
865	43478.31145
866	43470.63266
867	43466.15593
868	43450.83575
869	43449.67115
870	43444.69935
871	43435.1631
872	43429.12104
873	43417.77432
874	43415.70829
875	43413.27691
876	43411.20255
877	43404.48607
878	43400.73817
879	43398.48127
880	43395.81625
881	43392.65224
882	43388.05739
883	43383.90633
884	43382.93086
885	43382.46322
886	43365.89915
887	43357.2974
888	43356.3882
889	43352.58217
890	43339.61098
891	43337.80907
892	43336.34395
893	43323.76118
894	43322.78229
895	43320.48151
896	43316.80733
897	43314.31781
898	43313.80074
899	43309.82288
900	43300.30407
901	43292.02948
902	43289.79711
903	43284.93498
904	43281.04416
905	43279.51361
906	43270.85747
907	43268.4178
908	43265.8955
909	43264.70652
910	43263.16698
911	43262.54301
912	43261.64662
913	43255.05448
914	43244.36348
915	43237.58972
916	43230.55709
917	43223.45139
918	43221.28483
919	43214.71851
920	43208.8657
921	43208.59205
922	43199.99579
923	43194.67955
924	43193.46989
925	43187.08062
926	43185.89492
927	43185.78309
928	43183.4162
929	43180.16116
930	43173.83471
931	43170.39613
932	43166.55369
933	43160.12604
934	43159.67812
935	43156.56303
936	43154.06159
937	43149.54505
938	43141.11564
939	43134.10899
940	43132.20147
941	43124.86005
942	43123.12482
943	43108.44444
944	43106.50702
945	43103.23124
946	43102.16184
947	43101.08045
948	43098.19836
949	43094.07685
950	43085.50572
951	43082.24906
952	43081.22322
953	43076.18782
954	43066.99719
955	43054.35981
956	43052.23424
957	43045.21461
958	43043.77033
959	43043.4748
960	43040.93481
961	43040.46744
962	43034.5314
963	43019.62998
964	43017.06122
965	43010.25423
966	43007.04078
967	43002.85029
968	42997.18384
969	42992.89168
970	42992.02581
971	42986.49216
972	42983.85626
973	42977.09986
974	42975.02134
975	42970.25016
976	42969.0524
977	42962.40581
978	42961.57437
979	42960.03623
980	42956.42494
981	42955.12931
982	42951.97245
983	42951.00337
984	42948.12019
985	42936.28501
986	42934.32031
987	42933.73182
988	42929.63655
989	42928.19678
990	42922.55026
991	42920.32529
992	42917.99068
993	42904.82139
994	42896.58496
995	42896.32102
996	42882.98018
997	42873.36417
998	42869.71932
999	42868.17711
1000	42867.06969
1001	42862.63342
1002	42862.16669
1003	42857.70446
1004	42855.06337
1005	42848.91606
1006	42847.51123
1007	42847.29353
1008	42838.98687
1009	42832.18483
1010	42831.53854
1011	42822.59058
1012	42817.69742
1013	42816.47432
1014	42810.32468
1015	42809.2398
1016	42804.05852
1017	42802.33091
1018	42791.99696
1019	42789.81379
1020	42784.27002
1021	42771.34359
1022	42770.74904
1023	42769.06099
1024	42768.21546
1025	42754.36675
1026	42747.63172
1027	42747.07023
1028	42739.93571
1029	42726.61806
1030	42725.34348
1031	42717.82973
1032	42706.69809
1033	42705.09216
1034	42703.57295
1035	42698.78292
1036	42692.77676
1037	42686.61199
1038	42684.88835
1039	42682.13055
1040	42680.76306
1041	42668.07541
1042	42655.85262
1043	42649.09402
1044	42647.38968
1045	42647.12916
1046	42645.86761
1047	42639.21694
1048	42637.82378
1049	42636.51205
1050	42635.62547
1051	42629.71038
1052	42628.37441
1053	42627.79742
1054	42609.54682
1055	42605.41915
1056	42601.18024
1057	42598.78029
1058	42597.4228
1059	42594.41483
1060	42593.28726
1061	42581.79729
1062	42580.54198
1063	42577.58742
1064	42572.62162
1065	42570.59334
1066	42566.90121
1067	42566.4669
1068	42561.25889
1069	42558.03849
1070	42557.60065
1071	42545.68119
1072	42544.793
1073	42540.19562
1074	42533.57972
1075	42527.11346
1076	42526.40143
1077	42511.66556
1078	42508.02611
1079	42503.94877
1080	42499.60658
1081	42496.02769
1082	42491.86339
1083	42483.03036
1084	42482.49873
1085	42480.59982
1086	42477.42427
1087	42469.34978
1088	42465.91792
1089	42464.45137
1090	42458.86269
1091	42455.65276
1092	42454.16214
1093	42448.69823
1094	42441.12893
1095	42440.24881
1096	42437.07455
1097	42432.05879
1098	42424.56618
1099	42416.76981
1100	42412.44205
1101	42406.27648
1102	42402.70378
1103	42397.94463
1104	42388.98633
1105	42387.03397
1106	42386.06435
1107	42381.40738
1108	42375.77277
1109	42372.91796
1110	42372.54277
1111	42368.03557
1112	42366.19545
1113	42362.806
1114	42358.20029
1115	42354.18789
1116	42352.81643
1117	42348.49734
1118	42340.33505
1119	42339.67344
1120	42338.90973
1121	42335.23021
1122	42334.69967
1123	42327.12785
1124	42320.39837
1125	42319.71775
1126	42306.32477
1127	42305.76133
1128	42298.07084
1129	42291.95103
1130	42283.39819
1131	42278.7075
1132	42273.20573
1133	42267.66316
1134	42257.81696
1135	42246.31037
1136	42238.26704
1137	42233.30639
1138	42218.94949
1139	42211.93891
1140	42209.25007
1141	42208.38764
1142	42205.73652
1143	42197.09421
1144	42195.71542
1145	42192.66887
1146	42184.5336
1147	42182.71811
1148	42179.40651
1149	42179.15236
1150	42177.71615
1151	42175.62781
1152	42153.92182
1153	42152.77387
1154	42151.60813
1155	42148.73028
1156	42144.29967
1157	42143.91087
1158	42142.83804
1159	42140.14374
1160	42138.1992
1161	42132.22038
1162	42131.60269
1163	42125.77206
1164	42123.00381
1165	42121.7003
1166	42121.46258
1167	42120.12807
1168	42119.73211
1169	42118.49175
1170	42115.86678
1171	42109.26457
1172	42107.79471
1173	42102.96317
1174	42097.42209
1175	42096.37226
1176	42095.45097
1177	42084.47699
1178	42083.61749
1179	42073.81413
1180	42063.65844
1181	42061.34786
1182	42055.94572
1183	42047.86368
1184	42045.3395
1185	42044.17295
1186	42039.74057
1187	42037.3474
1188	42036.122
1189	42034.02488
1190	42028.85118
1191	42025.60495
1192	42024.06371
1193	42020.24521
1194	42015.48121
1195	42014.5744
1196	42014.16146
1197	42011.19063
1198	42007.2155
1199	42006.43215
1200	41998.14124
1201	41996.97575
1202	41995.28704
1203	41989.40058
1204	41984.98067
1205	41984.77079
1206	41977.98145
1207	41977.87847
1208	41976.24903
1209	41975.41925
1210	41972.32247
1211	41970.26593
1212	41968.31468
1213	41963.88431
1214	41957.45226
1215	41955.42862
1216	41941.80225
1217	41940.01226
1218	41936.09366
1219	41934.67114
1220	41929.7439
1221	41926.416
1222	41924.97714
1223	41923.81906
1224	41919.16613
1225	41910.97161
1226	41902.75463
1227	41891.01127
1228	41890.5614
1229	41888.9855
1230	41887.95885
1231	41886.45325
1232	41878.79642
1233	41878.36864
1234	41875.90205
1235	41867.51019
1236	41864.50891
1237	41863.44551
1238	41862.232
1239	41860.1953
1240	41853.06923
1241	41851.52493
1242	41851.23614
1243	41845.939
1244	41845.24137
1245	41843.81429
1246	41840.1955
1247	41830.46001
1248	41829.81342
1249	41828.23801
1250	41827.03549
1251	41824.19663
1252	41820.89204
1253	41818.51037
1254	41816.92424
1255	41815.56735
1256	41811.1421
1257	41807.80237
1258	41798.87028
1259	41796.4224
1260	41795.10965
1261	41792.91428
1262	41788.90926
1263	41782.20914
1264	41781.23039
1265	41779.36527
1266	41778.39957
1267	41768.91215
1268	41767.56015
1269	41765.95405
1270	41764.98669
1271	41756.79368
1272	41753.76766
1273	41751.80333
1274	41750.03741
1275	41748.52969
1276	41739.79205
1277	41736.61697
1278	41733.8085
1279	41730.48139
1280	41729.01682
1281	41728.48203
1282	41726.4756
1283	41722.58205
1284	41710.26227
1285	41709.70876
1286	41702.23173
1287	41694.65578
1288	41694.00352
1289	41692.19365
1290	41688.80342
1291	41687.28164
1292	41684.0659
1293	41676.74236
1294	41675.0107
1295	41674.6909
1296	41670.11689
1297	41668.89101
1298	41667.62759
1299	41667.2171
1300	41659.95865
1301	41655.56035
1302	41652.87731
1303	41651.3614
1304	41650.20813
1305	41647.82011
1306	41643.46275
1307	41642.05919
1308	41632.44426
1309	41627.78364
1310	41626.79541
1311	41624.77282
1312	41621.8449
1313	41621.23297
1314	41620.31233
1315	41619.53804
1316	41613.46215
1317	41611.96929
1318	41610.92702
1319	41602.92183
1320	41598.02743
1321	41593.15821
1322	41587.94826
1323	41587.02948
1324	41585.67675
1325	41583.75273
1326	41575.36134
1327	41573.81792
1328	41572.06713
1329	41569.89048
1330	41569.16743
1331	41559.91576
1332	41558.39913
1333	41557.56683
1334	41556.47258
1335	41555.83935
1336	41554.43149
1337	41553.856
1338	41553.40403
1339	41549.52558
1340	41548.36738
1341	41546.60661
1342	41541.53181
1343	41539.84902
1344	41534.10876
1345	41533.39769
1346	41527.39983
1347	41526.37588
1348	41522.63705
1349	41516.64688
1350	41512.49392
1351	41511.02709
1352	41507.01649
1353	41503.68041
1354	41497.51232
1355	41495.78918
1356	41492.70957
1357	41491.6408
1358	41489.54954
1359	41487.35361
1360	41483.19516
1361	41479.22346
1362	41474.08521
1363	41473.89847
1364	41468.94654
1365	41467.77808
1366	41466.56807
1367	41462.20901
1368	41461.02954
1369	41457.57073
1370	41450.79204
1371	41443.2051
1372	41439.97793
1373	41436.98611
1374	41434.62934
1375	41434.06681
1376	41427.80924
1377	41427.1147
1378	41423.3451
1379	41411.32472
1380	41407.11596
1381	41405.01832
1382	41401.85645
1383	41397.59974
1384	41396.00496
1385	41394.56854
1386	41390.65769
1387	41388.57355
1388	41385.47815
1389	41385.07006
1390	41382.75186
1391	41382.25003
1392	41380.68576
1393	41379.40336
1394	41377.74592
1395	41376.94739
1396	41373.9481
1397	41373.44775
1398	41363.82806
1399	41363.50012
1400	41361.91459
1401	41354.6799
1402	41352.529
1403	41351.58634
1404	41350.10158
1405	41346.5257
1406	41343.31212
1407	41340.6593
1408	41340.01711
1409	41338.68408
1410	41333.6355
1411	41332.77675
1412	41326.9425
1413	41323.00991
1414	41317.00034
1415	41313.9071
1416	41313.35095
1417	41312.32194
1418	41309.80381
1419	41302.06731
1420	41297.78928
1421	41297.40044
1422	41297.11348
1423	41292.35724
1424	41289.81693
1425	41283.86222
1426	41281.00845
1427	41280.47842
1428	41276.93509
1429	41273.11038
1430	41271.69937
1431	41270.90498
1432	41270.63531
1433	41269.37583
1434	41267.75586
1435	41266.42014
1436	41265.03903
1437	41261.81609
1438	41260.7076
1439	41250.91511
1440	41243.8458
1441	41242.80433
1442	41240.81802
1443	41236.4754
1444	41235.46069
1445	41235.14289
1446	41231.74986
1447	41223.76205
1448	41221.68814
1449	41220.91329
1450	41218.75419
1451	41215.79218
1452	41214.50747
1453	41211.7767
1454	41208.61203
1455	41208.22066
1456	41207.9424
1457	41207.09566
1458	41206.09309
1459	41200.22572
1460	41196.38223
1461	41192.91668
1462	41188.88272
1463	41185.0714
1464	41180.25827
1465	41178.45633
1466	41175.74949
1467	41171.54439
1468	41169.96116
1469	41167.13996
1470	41166.82005
1471	41160.76578
1472	41151.9571
1473	41148.55063
1474	41147.72847
1475	41144.02963
1476	41143.25914
1477	41140.22559
1478	41139.95105
1479	41133.97018
1480	41129.25439
1481	41124.56628
1482	41122.05151
1483	41115.12092
1484	41113.25038
1485	41113.05757
1486	41112.29213
1487	41112.01973
1488	41109.77384
1489	41106.35359
1490	41102.48551
1491	41097.51053
1492	41095.7059
1493	41092.01292
1494	41084.66657
1495	41080.15445
1496	41079.6333
1497	41074.3707
1498	41071.31251
1499	41067.24928
1500	41066.08639
1501	41061.64017
1502	41056.76475
1503	41055.51788
1504	41055.09998
1505	41053.75675
1506	41053.40242
1507	41053.16512
1508	41051.10367
1509	41050.92623
1510	41044.78917
1511	41039.50905
1512	41033.9997
1513	41028.47575
1514	41023.7639
1515	41017.56198
1516	41013.3782
1517	41012.73624
1518	41010.62716
1519	41007.49221
1520	41000.16451
1521	40998.36006
1522	40994.84833
1523	40992.03906
1524	40990.13925
1525	40988.66688
1526	40983.86007
1527	40974.53883
1528	40967.46814
1529	40966.87894
1530	40962.00625
1531	40958.34626
1532	40957.64543
1533	40953.11382
1534	40949.3435
1535	40948.21422
1536	40945.34784
1537	40942.9529
1538	40934.66154
1539	40930.9205
1540	40929.46854
1541	40926.70282
1542	40925.80702
1543	40918.87392
1544	40918.58755
1545	40917.70046
1546	40912.49174
1547	40909.3696
1548	40909.09164
1549	40899.74237
1550	40899.33402
1551	40896.87287
1552	40896.33242
1553	40891.44822
1554	40889.15007
1555	40888.67019
1556	40884.47517
1557	40883.04299
1558	40881.47449
1559	40880.40352
1560	40879.40208
1561	40874.39296
1562	40872.05637
1563	40868.52869
1564	40868.07036
1565	40865.23353
1566	40860.60706
1567	40860.2962
1568	40856.43289
1569	40856.03552
1570	40855.1504
1571	40854.41184
1572	40850.13047
1573	40848.09037
1574	40847.74652
1575	40837.86134
1576	40836.9726
1577	40829.63339
1578	40827.7695
1579	40827.1851
1580	40822.5054
1581	40812.89998
1582	40812.3963
1583	40811.73007
1584	40811.16896
1585	40807.61984
1586	40806.02523
1587	40803.46235
1588	40798.14682
1589	40795.14365
1590	40794.20039
1591	40793.1165
1592	40789.72595
1593	40789.25952
1594	40788.40554
1595	40786.73511
1596	40783.14504
1597	40779.59543
1598	40778.87226
1599	40778.30658
1600	40776.88003
1601	40769.78186
1602	40768.14022
1603	40763.48761
1604	40761.58233
1605	40760.52176
1606	40756.47
1607	40750.02018
1608	40748.38129
1609	40742.07185
1610	40741.81449
1611	40738.11171
1612	40736.82583
1613	40732.56396
1614	40731.37698
1615	40730.35885
1616	40720.79069
1617	40720.12763
1618	40717.47038
1619	40716.19698
1620	40712.08333
1621	40711.0546
1622	40710.11785
1623	40706.02591
1624	40705.56645
1625	40699.33074
1626	40696.53757
1627	40694.73415
1628	40694.09786
1629	40689.58175
1630	40685.67999
1631	40681.11977
1632	40673.41751
1633	40673.04116
1634	40669.97618
1635	40665.83436
1636	40664.16802
1637	40663.01069
1638	40662.35557
1639	40661.32946
1640	40660.42903
1641	40658.52304
1642	40655.62419
1643	40652.50857
1644	40649.90154
1645	40645.86227
1646	40642.49312
1647	40641.59813
1648	40639.5873
1649	40635.00321
1650	40632.70372
1651	40625.27265
1652	40620.24982
1653	40618.87425
1654	40614.91025
1655	40608.33808
1656	40603.69587
1657	40602.90873
1658	40601.13304
1659	40599.6502
1660	40592.59595
1661	40586.58967
1662	40583.81136
1663	40580.74138
1664	40580.48518
1665	40577.65645
